IDs,metal,donor,atom_id,distance_A,cutoff_A,delta_A,category
SOTPID,Mo,O,4,2.47208,2.44400,0.02808,0.025_to_0.05_above
SOTQOK,Mo,Cl,2,2.65754,2.63700,0.02054,0_to_0.025_above
SOWCIR,Zr,N,5,2.65419,2.60400,0.05019,0.05_to_0.10_above
SOWCOX,Zr,N,5,2.69262,2.60400,0.08862,0.05_to_0.10_above
SOWTED,Pt,C,23,2.38484,2.36600,0.01884,0_to_0.025_above
SOWTED,Pt,C,6,2.38487,2.36600,0.01887,0_to_0.025_above
SOXQIG,Zr,C,50,2.72002,2.71700,0.00302,0_to_0.025_above
SOXQIG,Zr,C,10,2.72025,2.71700,0.00325,0_to_0.025_above
SUBKUX,Fe,N,2,2.53660,2.39900,0.13760,0.10_to_0.20_above
SULMUI,W,C,6,2.50491,2.50200,0.00291,0_to_0.025_above
SUMQUM,Ti,N,5,2.56821,2.47800,0.09021,0.05_to_0.10_above
SUQWIL,Au,C,7,2.34673,2.28100,0.06573,0.05_to_0.10_above
SUSQUS,Ru,N,22,2.41434,2.33000,0.08434,0.05_to_0.10_above
SUSQUS,Ru,N,4,2.41442,2.33000,0.08442,0.05_to_0.10_above
SUYPEH,Re,O,38,2.33630,2.31200,0.02430,0_to_0.025_above
SUYPIL,Re,O,2,2.33891,2.31200,0.02691,0.025_to_0.05_above
TABLEP,W,O,4,2.42768,2.42000,0.00768,0_to_0.025_above
TABLEP,W,O,5,2.42800,2.42000,0.00800,0_to_0.025_above
TABLOZ,W,O,2,2.47120,2.42000,0.05120,0.05_to_0.10_above
TAHWAC,Re,N,5,2.48456,2.35200,0.13256,0.10_to_0.20_above
TAHWEG,Re,N,5,2.48083,2.35200,0.12883,0.10_to_0.20_above
TAHWIK,Re,N,6,2.48790,2.35200,0.13590,0.10_to_0.20_above
TAHWOQ,Re,N,5,2.48257,2.35200,0.13057,0.10_to_0.20_above
TAHWUW,Re,N,5,2.48395,2.35200,0.13195,0.10_to_0.20_above
TAHXAD,Re,N,5,2.48776,2.35200,0.13576,0.10_to_0.20_above
TAWHAB,W,C,24,4.36555,2.50200,1.86355,more_than_0.20_above
TAWHEF,Mo,C,12,4.37304,2.53600,1.83704,more_than_0.20_above
TAWHIJ,Cr,C,12,4.32730,2.40800,1.91930,more_than_0.20_above
TEDYUX,Hf,C,10,4.60205,2.71100,1.89105,more_than_0.20_above
TEDYUX,Hf,C,22,4.60234,2.71100,1.89134,more_than_0.20_above
TEKWAJ,Pt,C,63,3.46819,2.36600,1.10219,more_than_0.20_above
TEPHOO,Ru,C,11,2.40073,2.39600,0.00473,0_to_0.025_above
TEPHOO,Ru,C,8,2.40095,2.39600,0.00495,0_to_0.025_above
TEPHOO,Ru,C,39,3.06915,2.39600,0.67315,more_than_0.20_above
TEPHOO,Ru,C,25,3.33659,2.39600,0.94059,more_than_0.20_above
TEPYEU,Ir,C,22,2.40054,2.36200,0.03854,0.025_to_0.05_above
TEQPAJ,Zr,N,3,2.67861,2.60400,0.07461,0.05_to_0.10_above
TEWGUX,Ti,N,5,2.57908,2.47800,0.10108,0.10_to_0.20_above
TEXWEY,Pd,C,6,3.40542,2.49900,0.90642,more_than_0.20_above
TIFCIW,Ti,O,7,2.41904,2.34500,0.07404,0.05_to_0.10_above
TIFCIW,Ti,O,5,2.41917,2.34500,0.07417,0.05_to_0.10_above
TIKWER,Pt,N,2,2.29336,2.28600,0.00736,0_to_0.025_above
TILWUG,Ti,N,5,2.52330,2.47800,0.04530,0.025_to_0.05_above
TIMMEH,Mo,O,5,2.45534,2.44400,0.01134,0_to_0.025_above
TIQNAL,Tc,N,7,2.50936,2.33700,0.17236,0.10_to_0.20_above
TIRDAA,Mo,O,19,2.54931,2.44400,0.10531,0.10_to_0.20_above
TITLEP,Pt,Cl,3,2.50272,2.50100,0.00172,0_to_0.025_above
TIWZAD,Pt,N,3,2.33693,2.28600,0.05093,0.05_to_0.10_above
TIWZOR,Pt,N,3,2.31504,2.28600,0.02904,0.025_to_0.05_above
TIYNIY,Re,O,8,2.34145,2.31200,0.02945,0.025_to_0.05_above
TIYWAA,Re,N,10,2.36473,2.35200,0.01273,0_to_0.025_above
TOBBUJ,Ni,C,54,2.88547,2.43500,0.45047,more_than_0.20_above
TOHNEJ,Cr,C,7,2.42793,2.40800,0.01993,0_to_0.025_above
TORLAN,Zr,C,4,2.72504,2.71700,0.00804,0_to_0.025_above
TORLAN,Zr,C,40,2.72507,2.71700,0.00807,0_to_0.025_above
TOVKAQ,V,N,7,2.51004,2.45000,0.06004,0.05_to_0.10_above
TOWDUE,Mn,C,6,2.38284,2.35700,0.02584,0.025_to_0.05_above
TOWDUE,Mn,C,7,2.44191,2.35700,0.08491,0.05_to_0.10_above
TOWFIU,Nb,C,28,3.28626,2.64000,0.64626,more_than_0.20_above
TOWFOA,Nb,C,26,3.34162,2.64000,0.70162,more_than_0.20_above
TOWNUO,Re,O,2,2.34746,2.31200,0.03546,0.025_to_0.05_above
TUCSAM,Pd,C,68,2.52976,2.49900,0.03076,0.025_to_0.05_above
TUCSAM,Pd,C,76,2.59532,2.49900,0.09632,0.05_to_0.10_above
TUCSEQ,Pd,C,76,2.54392,2.49900,0.04492,0.025_to_0.05_above
TUCSEQ,Pd,C,74,2.62002,2.49900,0.12102,0.10_to_0.20_above
TUDRUG,Pd,N,5,2.34226,2.27500,0.06726,0.05_to_0.10_above
TUGPAN,Pd,S,2,2.50606,2.50100,0.00506,0_to_0.025_above
TUPKAQ,Fe,C,3,3.06460,2.32900,0.73560,more_than_0.20_above
TUQGUH,Re,C,10,2.51879,2.41800,0.10079,0.10_to_0.20_above
TURKEW,Pd,N,16,2.28778,2.27500,0.01278,0_to_0.025_above
TURKOG,Pd,N,38,2.28611,2.27500,0.01111,0_to_0.025_above
TURKUM,Pd,N,16,2.28552,2.27500,0.01052,0_to_0.025_above
TUVNAZ,Pt,N,6,2.29826,2.28600,0.01226,0_to_0.025_above
TUVNAZ,Pt,N,11,2.33613,2.28600,0.05013,0.05_to_0.10_above
TUYHAY,V,N,5,2.45431,2.45000,0.00431,0_to_0.025_above
TUYVAM,Ni,S,2,2.64580,2.62200,0.02380,0_to_0.025_above
UBEYAB,Pt,Cl,2,2.50781,2.50100,0.00681,0_to_0.025_above
UBEYAB,Pt,N,5,2.30624,2.28600,0.02024,0_to_0.025_above
UBOXER,Mo,O,6,2.48609,2.44400,0.04209,0.025_to_0.05_above
UBOXIV,Mo,O,6,2.48346,2.44400,0.03946,0.025_to_0.05_above
UCAWAX,Os,N,5,2.32427,2.31900,0.00527,0_to_0.025_above
UCAWAX,Os,N,2,2.36869,2.31900,0.04969,0.025_to_0.05_above
UDEHEQ,Pt,N,2,2.35559,2.28600,0.06959,0.05_to_0.10_above
UDEPAV,Re,N,7,2.36433,2.35200,0.01233,0_to_0.025_above
UDORIO,Pt,C,15,2.37997,2.36600,0.01397,0_to_0.025_above
UDORIO,Pt,N,4,2.29748,2.28600,0.01148,0_to_0.025_above
UFAZUY,Re,C,8,2.42169,2.41800,0.00369,0_to_0.025_above
UGIMIG,Ir,C,11,2.36623,2.36200,0.00423,0_to_0.025_above
UHIKAX,Re,N,6,2.38235,2.35200,0.03035,0.025_to_0.05_above
UHIKAX,Re,N,7,2.38249,2.35200,0.03049,0.025_to_0.05_above
UJIZOC,Ti,C,18,2.65560,2.59200,0.06360,0.05_to_0.10_above
UKEDAR,Ir,O,4,2.43938,2.40800,0.03138,0.025_to_0.05_above
UKUYAC,V,N,4,2.45597,2.45000,0.00597,0_to_0.025_above
ULATUY,V,N,5,2.45757,2.45000,0.00757,0_to_0.025_above
ULONIS,Ti,O,5,2.45507,2.34500,0.11007,0.10_to_0.20_above
UMUXEF,Cr,N,7,2.33298,2.33200,0.00098,0_to_0.025_above
UNIPEM,Ni,C,34,3.19152,2.43500,0.75652,more_than_0.20_above
UROPOH,Ti,N,2,2.53054,2.47800,0.05254,0.05_to_0.10_above
UROPUN,Ti,N,5,2.51943,2.47800,0.04143,0.025_to_0.05_above
USIGEJ,W,C,19,2.58026,2.50200,0.07826,0.05_to_0.10_above
USIGEJ,W,C,18,2.58844,2.50200,0.08644,0.05_to_0.10_above
UTADEZ,Re,S,75,2.62339,2.60300,0.02039,0_to_0.025_above
UVIDAG,W,C,39,2.51432,2.50200,0.01232,0_to_0.025_above
UVIDAG,W,C,14,2.65227,2.50200,0.15027,0.10_to_0.20_above
UVIDAG,W,C,4,2.66557,2.50200,0.16357,0.10_to_0.20_above
UVIDAG,W,C,38,2.71500,2.50200,0.21300,more_than_0.20_above
UXAJOT,Pt,C,57,3.31349,2.36600,0.94749,more_than_0.20_above
UYEQAR,Ni,C,22,2.90501,2.43500,0.47001,more_than_0.20_above
UYEQOF,Ni,C,20,2.96572,2.43500,0.53072,more_than_0.20_above
UZANIU,Pt,C,20,3.13100,2.36600,0.76500,more_than_0.20_above
UZASIZ,Pt,C,14,3.13942,2.36600,0.77342,more_than_0.20_above
VALFET,Ru,C,11,3.44879,2.39600,1.05279,more_than_0.20_above
VAMXAJ,Tc,O,7,2.56286,2.39600,0.16686,0.10_to_0.20_above
VANKEC,Re,O,21,2.36255,2.31200,0.05055,0.05_to_0.10_above
VAVGAA,Hg,C,3,2.16702,2.85100,-0.68398,within_cutoff_but_pruned
VAWBIH,Mo,N,50,2.52390,2.51800,0.00590,0_to_0.025_above
VAXKOU,Hg,C,7,2.19790,2.85100,-0.65310,within_cutoff_but_pruned
VAXKOU,Hg,C,2,2.19790,2.85100,-0.65310,within_cutoff_but_pruned
VEBZAF,Re,Cl,2,2.61290,2.59900,0.01390,0_to_0.025_above
VEHBAM,Pt,N,3,2.30257,2.28600,0.01657,0_to_0.025_above
VEMREL,V,N,6,2.50745,2.45000,0.05745,0.05_to_0.10_above
VEPYOE,W,C,11,2.50568,2.50200,0.00368,0_to_0.025_above
VEQLAE,Re,N,4,2.45480,2.35200,0.10280,0.10_to_0.20_above
VEQLIM,Re,N,5,2.45567,2.35200,0.10367,0.10_to_0.20_above
VERXUL,Nb,C,26,3.34642,2.64000,0.70642,more_than_0.20_above
VESLEK,Zr,C,8,3.18068,2.71700,0.46368,more_than_0.20_above
VEVCOQ,Pd,N,8,2.30544,2.27500,0.03044,0.025_to_0.05_above
VEWNOA,Ti,C,5,3.50886,2.59200,0.91686,more_than_0.20_above
VEZGOW,Re,C,17,2.52954,2.41800,0.11154,0.10_to_0.20_above
VIFQOR,V,C,5,2.48342,2.45800,0.02542,0.025_to_0.05_above
VIHHUS,Mn,C,5,2.22521,2.35700,-0.13179,within_cutoff_but_pruned
VIMDAW,W,C,14,3.29815,2.50200,0.79615,more_than_0.20_above
VIMFAA,Nb,N,65,2.67221,2.56200,0.11021,0.10_to_0.20_above
VIQQUH,Ru,C,8,2.40059,2.39600,0.00459,0_to_0.025_above
VIQSOD,Ru,C,4,2.41554,2.39600,0.01954,0_to_0.025_above
VISWUR,Pd,N,4,2.30417,2.27500,0.02917,0.025_to_0.05_above
VISWUR,Pd,N,2,2.30818,2.27500,0.03318,0.025_to_0.05_above
VISXAY,Pd,N,6,2.28645,2.27500,0.01145,0_to_0.025_above
VISXAY,Pd,N,4,2.32697,2.27500,0.05197,0.05_to_0.10_above
VITCUW,Pd,N,4,2.30443,2.27500,0.02943,0.025_to_0.05_above
VODDOI,Re,N,15,2.45414,2.35200,0.10214,0.10_to_0.20_above
VOGYIA,Pd,N,5,2.30237,2.27500,0.02737,0.025_to_0.05_above
VOKQUI,Nb,N,3,2.58598,2.56200,0.02398,0_to_0.025_above
VOKSIX,Nb,C,32,3.32386,2.64000,0.68386,more_than_0.20_above
VOLFOU,Zr,O,4,2.56603,2.51900,0.04703,0.025_to_0.05_above
VOLFOU,Zr,O,5,2.56626,2.51900,0.04726,0.025_to_0.05_above
VOLGOV,Hf,O,3,2.49713,2.46800,0.02913,0.025_to_0.05_above
VOLGOV,Hf,O,5,2.61006,2.46800,0.14206,0.10_to_0.20_above
VOLGUB,Zr,O,3,2.62941,2.51900,0.11041,0.10_to_0.20_above
VOLHAI,Zr,O,75,2.56693,2.51900,0.04793,0.025_to_0.05_above
VOLHAI,Zr,O,37,2.56709,2.51900,0.04809,0.025_to_0.05_above
VOMGOU,Pt,N,7,2.33607,2.28600,0.05007,0.05_to_0.10_above
VOMGOU,Pt,N,9,2.34541,2.28600,0.05941,0.05_to_0.10_above
VOSPAW,Pd,N,58,2.32030,2.27500,0.04530,0.025_to_0.05_above
VUBCEC,Pd,N,4,2.29323,2.27500,0.01823,0_to_0.025_above
VUBCEC,Pd,N,5,2.29324,2.27500,0.01824,0_to_0.025_above
VUPMEY,W,C,6,2.50617,2.50200,0.00417,0_to_0.025_above
VUPMEY,W,C,7,2.54763,2.50200,0.04563,0.025_to_0.05_above
VUPVOT,Pd,N,8,2.27856,2.27500,0.00356,0_to_0.025_above
VUSDUI,Zn,Cl,9,2.47004,2.44600,0.02404,0_to_0.025_above
VUSDUI,Zn,Cl,24,2.47004,2.44600,0.02404,0_to_0.025_above
VUTPIL,Pd,N,4,2.29191,2.27500,0.01691,0_to_0.025_above
VUTXUF,Re,N,3,2.54619,2.35200,0.19419,0.10_to_0.20_above
WALMUU,V,N,10,2.45526,2.45000,0.00526,0_to_0.025_above
WALNAB,V,N,6,2.45335,2.45000,0.00335,0_to_0.025_above
WALNEF,Mo,N,2,2.60193,2.51800,0.08393,0.05_to_0.10_above
WANDOH,Ir,C,36,2.37746,2.36200,0.01546,0_to_0.025_above
WANDOH,Ir,C,37,2.39319,2.36200,0.03119,0.025_to_0.05_above
WAPSEN,Rh,C,34,3.02883,2.43700,0.59183,more_than_0.20_above
WAPSEN,Rh,C,50,3.06721,2.43700,0.63021,more_than_0.20_above
WAQWOA,W,C,13,3.20144,2.50200,0.69944,more_than_0.20_above
WAWNOX,Pt,C,3,2.37258,2.36600,0.00658,0_to_0.025_above
WAYCOO,Re,C,13,3.30950,2.41800,0.89150,more_than_0.20_above
WAYCOO,Re,C,17,3.35701,2.41800,0.93901,more_than_0.20_above
WAYCOO,Re,C,15,3.35784,2.41800,0.93984,more_than_0.20_above
WAYKEM,Pt,P,5,2.47882,2.45100,0.02782,0.025_to_0.05_above
WECKUK,Re,N,11,2.36123,2.35200,0.00923,0_to_0.025_above
WECZOT,Ti,O,7,2.40491,2.34500,0.05991,0.05_to_0.10_above
WECZOT,Ti,O,6,2.40573,2.34500,0.06073,0.05_to_0.10_above
WEHGOH,Fe,O,6,2.41444,2.41200,0.00244,0_to_0.025_above
WEKREJ,Re,C,9,2.43331,2.41800,0.01531,0_to_0.025_above
WEKRIN,Re,C,10,2.61654,2.41800,0.19854,0.10_to_0.20_above
WEKRIN,Re,C,9,2.62222,2.41800,0.20422,more_than_0.20_above
WENCIC,Ti,N,5,2.53574,2.47800,0.05774,0.05_to_0.10_above
WENCUO,Ti,N,5,2.48643,2.47800,0.00843,0_to_0.025_above
WENDAV,Ti,N,5,2.48254,2.47800,0.00454,0_to_0.025_above
WEPVOC,Ni,C,10,3.14111,2.43500,0.70611,more_than_0.20_above
WEPVOC,Ni,C,8,3.14111,2.43500,0.70611,more_than_0.20_above
WEQHEG,Rh,C,4,2.18574,2.43700,-0.25126,within_cutoff_but_pruned
WEXFAI,V,O,20,2.54370,2.41000,0.13370,0.10_to_0.20_above
WIDLAY,Pd,C,1,2.05722,2.49900,-0.44178,within_cutoff_but_pruned
WIDLOK,Re,C,22,2.61537,2.41800,0.19737,0.10_to_0.20_above
WIDLOK,Re,C,23,2.61738,2.41800,0.19938,0.10_to_0.20_above
WIHPAE,Pd,N,14,2.35258,2.27500,0.07758,0.05_to_0.10_above
WIJKOP,W,C,15,3.38489,2.50200,0.88289,more_than_0.20_above
WIJKUV,W,C,9,3.19094,2.50200,0.68894,more_than_0.20_above
WIQCOQ,Mo,O,13,2.48642,2.44400,0.04242,0.025_to_0.05_above
WIRVAX,W,O,10,2.42056,2.42000,0.00056,0_to_0.025_above
WIRVAX,W,O,11,2.42067,2.42000,0.00067,0_to_0.025_above
WIRVIF,W,O,14,2.42528,2.42000,0.00528,0_to_0.025_above
WIRVUR,W,O,4,2.44042,2.42000,0.02042,0_to_0.025_above
WIRVUR,W,O,5,2.45875,2.42000,0.03875,0.025_to_0.05_above
WIVVUS,Re,C,18,2.43870,2.41800,0.02070,0_to_0.025_above
WIZLAU,Ni,O,7,2.41346,2.37700,0.03646,0.025_to_0.05_above
WOJGAE,Pt,C,24,2.38168,2.36600,0.01568,0_to_0.025_above
WOKDEF,Zr,N,7,2.62786,2.60400,0.02386,0_to_0.025_above
WOLKUD,W,C,3,2.51942,2.50200,0.01742,0_to_0.025_above
WOLKUD,W,C,6,2.52532,2.50200,0.02332,0_to_0.025_above
WOLKUD,W,C,7,2.60175,2.50200,0.09975,0.05_to_0.10_above
WOLKUD,W,C,13,3.20560,2.50200,0.70360,more_than_0.20_above
WOMYAB,Re,N,10,2.36117,2.35200,0.00917,0_to_0.025_above
WOMYEF,Re,N,5,2.45270,2.35200,0.10070,0.10_to_0.20_above
WORBOW,Ti,N,6,2.52694,2.47800,0.04894,0.025_to_0.05_above
WORNAS,Ru,N,7,2.54272,2.33000,0.21272,more_than_0.20_above
WORNEW,Ru,N,7,2.56042,2.33000,0.23042,more_than_0.20_above
WOWQIK,Pd,O,42,2.32860,2.32100,0.00760,0_to_0.025_above
WUPKUP,Ti,N,5,2.62246,2.47800,0.14446,0.10_to_0.20_above
WUTQAD,Ta,N,6,2.54748,2.53300,0.01448,0_to_0.025_above
WUTQAD,Ta,N,8,2.54753,2.53300,0.01453,0_to_0.025_above
WUZPOW,Pd,Cl,2,2.56024,2.48800,0.07224,0.05_to_0.10_above
XADBAH,Ru,N,4,2.36937,2.33000,0.03937,0.025_to_0.05_above
XADBEJ,Mo,C,21,3.44869,2.53600,0.91269,more_than_0.20_above
XADBIP,Ru,N,79,2.37412,2.33000,0.04412,0.025_to_0.05_above
XADBUB,Ru,O,8,2.57740,2.41400,0.16340,0.10_to_0.20_above
XAFXIO,W,C,9,3.14904,2.50200,0.64704,more_than_0.20_above
XAGNOI,Cu,C,40,3.21854,2.67200,0.54654,more_than_0.20_above
XAGNOI,Cu,C,7,3.21866,2.67200,0.54666,more_than_0.20_above
XAGNUO,Cu,C,25,3.24594,2.67200,0.57394,more_than_0.20_above
XAGNUO,Cu,C,5,3.24606,2.67200,0.57406,more_than_0.20_above
XAGZIO,Pt,N,53,2.28635,2.28600,0.00035,0_to_0.025_above
XAGZIO,Pt,N,55,2.28689,2.28600,0.00089,0_to_0.025_above
XAJBUF,Pd,P,11,2.46119,2.45800,0.00319,0_to_0.025_above
XAKSAE,Re,N,8,2.39988,2.35200,0.04788,0.025_to_0.05_above
XALQAE,Au,C,3,2.28294,2.28100,0.00194,0_to_0.025_above
XALQAE,Au,C,5,2.33654,2.28100,0.05554,0.05_to_0.10_above
XALQEI,Au,C,2,2.30331,2.28100,0.02231,0_to_0.025_above
XALQEI,Au,C,4,2.30459,2.28100,0.02359,0_to_0.025_above
XALSUA,Pt,Cl,2,2.51870,2.50100,0.01770,0_to_0.025_above
XARGAZ,Pt,O,28,2.36540,2.29500,0.07040,0.05_to_0.10_above
XARRAK,Fe,C,14,4.08908,2.32900,1.76008,more_than_0.20_above
XARREO,Fe,C,17,3.45326,2.32900,1.12426,more_than_0.20_above
XARRIS,Fe,C,24,3.45432,2.32900,1.12532,more_than_0.20_above
XAVJOT,Re,O,6,2.33068,2.31200,0.01868,0_to_0.025_above
XAVXUP,Pd,C,3,2.91791,2.49900,0.41891,more_than_0.20_above
XAWJAH,Ti,N,4,2.57865,2.47800,0.10065,0.10_to_0.20_above
XAZBEI,Au,C,6,2.34813,2.28100,0.06713,0.05_to_0.10_above
XECSON,Ni,C,20,3.15475,2.43500,0.71975,more_than_0.20_above
XECTAA,Ni,C,12,3.11238,2.43500,0.67738,more_than_0.20_above
XEHCUJ,Pt,N,3,2.32887,2.28600,0.04287,0.025_to_0.05_above
XEHDEU,Pt,N,4,2.30306,2.28600,0.01706,0_to_0.025_above
XEMYAR,Cu,C,8,3.08033,2.67200,0.40833,more_than_0.20_above
XEMYIX,Re,N,6,2.39170,2.35200,0.03970,0.025_to_0.05_above
XEMYIX,Re,N,7,2.39175,2.35200,0.03975,0.025_to_0.05_above
XERLIS,Ir,C,72,2.33661,2.36200,-0.02539,within_cutoff_but_pruned
XERLIS,Ir,C,74,2.36777,2.36200,0.00577,0_to_0.025_above
XERLIS,Ir,C,70,2.39044,2.36200,0.02844,0.025_to_0.05_above
XERLIS,Ir,C,76,2.40478,2.36200,0.04278,0.025_to_0.05_above
XEVPAQ,Ti,O,4,2.48120,2.34500,0.13620,0.10_to_0.20_above
XEWTIF,Ir,C,34,2.37053,2.36200,0.00853,0_to_0.025_above
XEWTIF,Ir,C,22,2.37602,2.36200,0.01402,0_to_0.025_above
XEXKUG,Ti,N,24,2.54154,2.47800,0.06354,0.05_to_0.10_above
XEXKUG,Ti,N,5,2.54163,2.47800,0.06363,0.05_to_0.10_above
XEYBAF,Pd,N,2,2.29696,2.27500,0.02196,0_to_0.025_above
XEYBEJ,Pd,N,25,2.29203,2.27500,0.01703,0_to_0.025_above
XEYBEJ,Pd,N,3,2.29209,2.27500,0.01709,0_to_0.025_above
XEYNIA,Pt,S,2,2.51394,2.51100,0.00294,0_to_0.025_above
XIGHIE,Pt,C,28,3.12404,2.36600,0.75804,more_than_0.20_above
XIGHIE,Pt,N,3,2.33732,2.28600,0.05132,0.05_to_0.10_above
XIGHOK,Pt,C,63,3.33450,2.36600,0.96850,more_than_0.20_above
XIGHUQ,Pt,N,3,2.37303,2.28600,0.08703,0.05_to_0.10_above
XIKNOV,Pt,C,4,3.31283,2.36600,0.94683,more_than_0.20_above
XISBUW,Ir,C,7,2.32021,2.36200,-0.04179,within_cutoff_but_pruned
XISBUW,Ir,C,8,2.37112,2.36200,0.00912,0_to_0.025_above
XISBUW,Ir,C,6,2.39063,2.36200,0.02863,0.025_to_0.05_above
XITKOB,W,C,77,2.52428,2.50200,0.02228,0_to_0.025_above
XITKOB,W,C,79,2.56123,2.50200,0.05923,0.05_to_0.10_above
XITKOB,W,N,69,2.50693,2.48100,0.02593,0.025_to_0.05_above
XITYEH,Pt,C,13,2.40643,2.36600,0.04043,0.025_to_0.05_above
XIXDOX,Zr,N,15,2.63369,2.60400,0.02969,0.025_to_0.05_above
XIXNIE,Pd,C,6,2.08897,2.49900,-0.41003,within_cutoff_but_pruned
XIXVOP,Hf,N,9,2.61500,2.55800,0.05700,0.05_to_0.10_above
XIZGOD,Pt,C,18,3.20870,2.36600,0.84270,more_than_0.20_above
XOCHED,Re,Cl,2,2.69528,2.59900,0.09628,0.05_to_0.10_above
XODMIN,Re,O,5,2.44893,2.31200,0.13693,0.10_to_0.20_above
XOGQAM,Ti,N,5,2.52529,2.47800,0.04729,0.025_to_0.05_above
XOGQIU,Ti,N,2,2.58438,2.47800,0.10638,0.10_to_0.20_above
XOWNEC,Mo,N,9,2.52969,2.51800,0.01169,0_to_0.025_above
XUDBUT,Pt,S,2,2.51587,2.51100,0.00487,0_to_0.025_above
XUHRUP,Hf,O,16,2.58767,2.46800,0.11967,0.10_to_0.20_above
XUJFAJ,Mo,O,4,2.51238,2.44400,0.06838,0.05_to_0.10_above
XUSKOL,Ta,C,15,3.18396,2.62300,0.56096,more_than_0.20_above
XUSKOL,Ta,O,5,2.47300,2.40700,0.06600,0.05_to_0.10_above
XUSKUR,Ta,C,17,3.19554,2.62300,0.57254,more_than_0.20_above
XUSLAY,Ta,C,18,3.25768,2.62300,0.63468,more_than_0.20_above
XUSLEC,Ta,C,16,3.22453,2.62300,0.60153,more_than_0.20_above
XUSLEC,Ta,N,5,2.61197,2.53300,0.07897,0.05_to_0.10_above
XUZHAD,Ru,P,3,2.53562,2.50600,0.02962,0.025_to_0.05_above
XUZLAF,Ru,C,5,2.11450,2.39600,-0.28150,within_cutoff_but_pruned
YAFFET,Mn,C,1,2.35720,2.35700,0.00020,0_to_0.025_above
YAJREJ,W,C,9,2.51668,2.50200,0.01468,0_to_0.025_above
YAJREJ,W,C,8,2.51671,2.50200,0.01471,0_to_0.025_above
YALLUT,Pd,N,5,2.28415,2.27500,0.00915,0_to_0.025_above
YAMGEY,Rh,O,2,2.98864,2.43600,0.55264,more_than_0.20_above
YAQFEB,Ru,C,14,2.46782,2.39600,0.07182,0.05_to_0.10_above
YASPAM,Ru,P,4,2.51446,2.50600,0.00846,0_to_0.025_above
YASPOX,Pt,C,15,2.37045,2.36600,0.00445,0_to_0.025_above
YAVFAF,Au,C,22,2.14007,2.28100,-0.14093,within_cutoff_but_pruned
YAVHAF,Ni,C,23,3.17863,2.43500,0.74363,more_than_0.20_above
YEBDOY,Ru,C,21,2.39801,2.39600,0.00201,0_to_0.025_above
YECDOC,V,O,8,2.41114,2.41000,0.00114,0_to_0.025_above
YECGAP,Ir,C,22,2.39195,2.36200,0.02995,0.025_to_0.05_above
YECGAP,Ir,C,20,2.40158,2.36200,0.03958,0.025_to_0.05_above
YECJAR,Zr,C,16,2.72509,2.71700,0.00809,0_to_0.025_above
YEDHIB,Mo,O,8,2.49680,2.44400,0.05280,0.05_to_0.10_above
YEFQUW,Pd,N,5,2.29505,2.27500,0.02005,0_to_0.025_above
YEFREH,Pd,N,4,2.28034,2.27500,0.00534,0_to_0.025_above
YEJHUS,Ru,N,6,2.34281,2.33000,0.01281,0_to_0.025_above
YEJXAN,Pt,N,6,2.32702,2.28600,0.04102,0.025_to_0.05_above
YEMGEC,Pd,N,2,2.27624,2.27500,0.00124,0_to_0.025_above
YEMGEC,Pd,N,3,2.27630,2.27500,0.00130,0_to_0.025_above
YEQGAC,W,C,8,2.51633,2.50200,0.01433,0_to_0.025_above
YEQGAC,W,C,9,2.52466,2.50200,0.02266,0_to_0.025_above
YEVWAX,Mo,O,4,2.56690,2.44400,0.12290,0.10_to_0.20_above
YEWNAQ,Nb,C,16,3.15272,2.64000,0.51272,more_than_0.20_above
YEXKET,Ru,C,25,2.86723,2.39600,0.47123,more_than_0.20_above
YEZTEC,Pd,N,3,2.27850,2.27500,0.00350,0_to_0.025_above
YIDSEM,Ti,N,9,2.57040,2.47800,0.09240,0.05_to_0.10_above
YIFZES,Ti,Cl,23,2.60843,2.51500,0.09343,0.05_to_0.10_above
YIJFAY,Pd,N,7,2.30084,2.27500,0.02584,0.025_to_0.05_above
YIJFAY,Pd,N,2,2.31704,2.27500,0.04204,0.025_to_0.05_above
YIMJIQ,Ni,C,2,1.95293,2.43500,-0.48207,within_cutoff_but_pruned
YISLAO,Pt,Cl,1,2.50197,2.50100,0.00097,0_to_0.025_above
YITLIX,V,O,6,2.54142,2.41000,0.13142,0.10_to_0.20_above
YIXWEH,Rh,S,3,2.63326,2.55100,0.08226,0.05_to_0.10_above
YIYMEA,Re,N,8,2.41485,2.35200,0.06285,0.05_to_0.10_above
YIYMIE,Re,N,5,2.41387,2.35200,0.06187,0.05_to_0.10_above
YIYQEC,Ru,C,32,2.61033,2.39600,0.21433,more_than_0.20_above
YIYQEC,Ru,C,57,2.61033,2.39600,0.21433,more_than_0.20_above
YIZJEX,Pt,N,12,2.31735,2.28600,0.03135,0.025_to_0.05_above
YIZJEX,Pt,N,9,2.34516,2.28600,0.05916,0.05_to_0.10_above
YIZLIC,Ti,N,16,2.53143,2.47800,0.05343,0.05_to_0.10_above
YOBCIB,Ru,C,9,2.44284,2.39600,0.04684,0.025_to_0.05_above
YOBCIB,Ru,C,10,2.45535,2.39600,0.05935,0.05_to_0.10_above
YODJOQ,Pt,S,4,2.57178,2.51100,0.06078,0.05_to_0.10_above
YODJOQ,Pt,S,5,2.58556,2.51100,0.07456,0.05_to_0.10_above
