IDs,metal,motif_class,mechanism_class,oxidation_delta_ilp_minus_reference,full_connectivity_match,metal_connectivity_match,ilp_oxidation,reference_oxidation,ilp_ligands,reference_ligands
TANJOI,Rh,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,3,1,C1=CCCC=CCC1 || CC(C)N([C-2][Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(C)C || [Cl-],C1=CCCC=CCC1 || CC(C)N([C][Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(C)C || [Cl-]
TANJUO,Rh,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(C)N([C-2][Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(C)C || [C-]#[O+] || [C-]#[O+] || [Cl-],CC(C)N([C][Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(C)C || [C-]#[O+] || [C-]#[O+] || [Cl-]
TAPTAH,Pt,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,OP(c1ccc(C(F)(F)F)cc1C(F)(F)F)c1ccc(C(F)(F)F)cc1C(F)(F)F || O[P-2](c1ccc(C(F)(F)F)cc1C(F)(F)F)c1ccc(C(F)(F)F)cc1C(F)(F)F || [Cl-] || [Cl-],OP(c1ccc(C(F)(F)F)cc1C(F)(F)F)c1ccc(C(F)(F)F)cc1C(F)(F)F || OP(c1ccc(C(F)(F)F)cc1C(F)(F)F)c1ccc(C(F)(F)F)cc1C(F)(F)F || [Cl-] || [Cl-]
TARDAR,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,4,1,1,6,2,CC[B-2]1C(CC)=C(CC)[B-2](C(C)(C)C)[C-]1C || Cc1c(C)c(C)[c-](C)c1C || [C-]#[O+],CC[B-]1=C(C)B(C(C)(C)C)C(CC)=C1CC || Cc1c(C)c(C)[c-](C)c1C || [C-]#[O+]
TASYAN,Fe,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CCC(=O)C(C)CC(C)=CCN([C-2]OC)CC(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CCC(=O)C(C)CC(C)=CCN([C]OC)CC(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
TAVVOB,Pt,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC1=CC(c2ccccc2)=c2ccc3c(c2[N-]1)[N-]C(C)=CC=3c1ccccc1 || [I-] || [I-],Cc1cc(-c2ccccc2)c2ccc3c(-c4ccccc4)cc(C)nc3c2n1 || [I-] || [I-]
TAZDUT,Ru,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC1=CC(=C2C=C(C)C=C[N-]2)[N-]C=C1 || [Cl-] || c1ccc(-c2nc(-c3ccccn3)c(-c3ccccn3)nc2-c2ccccn2)nc1,Cc1ccnc(-c2cc(C)ccn2)c1 || [Cl-] || c1ccc(-c2nc(-c3ccccn3)c(-c3ccccn3)nc2-c2ccccn2)nc1
TEBLAP,Fe,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,2,2,CCOC(=O)C(=C[N-]c1ccccc1[N-]C=C(C(C)=O)C(=O)OCC)C(C)=O || N#C[S-],CCOC(=O)C(C=Nc1ccccc1N=CC(C(=O)OCC)=C(C)[O-])=C(C)[O-] || [N-]=C=S
TEBRUP,Fe,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,2,2,COC(=O)C(=C[N-]c1ccccc1[N-]C=C(C(C)=O)C(=O)OC)C(C)=O || c1c[nH]cn1,COC(=O)C(C=Nc1ccccc1N=CC(C(=O)OC)=C(C)[O-])=C(C)[O-] || c1c[nH]cn1
TECNAT,W,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-4,1,1,0,4,N#CC(=S)C(=S)C#N || N#CC(=S)C(=S)C#N || c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,N#CC([S-])=C([S-])C#N || N#CC([S-])=C([S-])C#N || c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
TEHFET,Re,S_Se_donor_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,5,5,O=C(O)c1ccc(N=C(N=C([S-])N2CCOCC2)c2ccccc2)c(N=C(N=C([S-])N2CCOCC2)c2ccccc2)c1 || O=C([O-])C(F)(F)F || [O-2],O=C(O)c1ccc([N-]C(=NC(=S)N2CCOCC2)c2ccccc2)c([N-]C(=NC(=S)N2CCOCC2)c2ccccc2)c1 || O=C([O-])C(F)(F)F || [O-2]
TEJZEP,Ru,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || CSCC1COC(c2ccccc2[O-])=N1 || c1ccc(-c2ccccn2)nc1,CSCC1COC(c2ccccc2[O-])=N1 || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1
TELJID,Mn,halide_containing_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,3,3,CC(=CC(=O)c1ccccc1)[N-]CC[N-]C(C)=CC(=O)c1ccccc1 || [Cl-],CC(C=C([O-])c1ccccc1)=NCCN=C(C)C=C([O-])c1ccccc1 || [Cl-]
TENXAO,Ru,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CO[P-2](OC)c1ccccc1 || [Cl-] || [Cl-] || c1cc(C2=NC3c4ccccc4CC3O2)nc(C2=NC3c4ccccc4CC3O2)c1,COP(OC)c1ccccc1 || [Cl-] || [Cl-] || c1cc(C2=NC3c4ccccc4CC3O2)nc(C2=NC3c4ccccc4CC3O2)c1
TEPHEE,Ru,haptic_or_adjacent_multi_C,metal_disconnection_or_ligand_partition,0,1,1,2,2,Cc1ccc(C(C)C)cc1 || Cc1ccc(N=P([N-]c2ccc(C)cc2)(c2ccccc2)c2ccccc2)cc1 || [C-]#[O+],Cc1ccc(C(C)C)cc1 || Cc1ccc([N-][P+]([N-]c2ccc(C)cc2)(c2ccccc2)c2ccccc2)cc1 || [C-]#[O+]
TEPJAC,Ru,haptic_or_adjacent_multi_C,metal_disconnection_or_ligand_partition,0,1,1,2,2,Cc1ccc(C(C)C)cc1 || Cc1ccc(N=P([N-]c2ccc(C)cc2)(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C(C)C)cc1 || Cc1ccc([N-][P+]([N-]c2ccc(C)cc2)(c2ccccc2)c2ccccc2)cc1
TEXMAK,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,COCC1(C)CCCC2(C)c3cc(OC)c([C-2]N4CCOCC4)cc3CCC12 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],COCC1(C)CCCC2(C)c3cc(OC)c([C]N4CCOCC4)cc3CCC12 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
TEYCAB,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,C=C1CCCC2(C)c3cc(OC)c([C-2]N)cc3CCC12 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],C=C1CCCC2(C)c3cc(OC)c([C]N)cc3CCC12 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
TIFRUX,Ni,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,N || O=C(N=NC(=CC(=O)C(F)(F)F)C(F)(F)F)c1ccccc1,N || [O-]C(=CC(=NN=C([O-])c1ccccc1)C(F)(F)F)C(F)(F)F
TIHFAT,Pd,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CCc1cc(C)cc(CC)c1[N-]C(C)=C1C=CC2=C(CCCCC2)[N-]1 || [Cl-] || [Cl-],CCc1cc(C)cc(CC)c1N=C(C)c1ccc2c(n1)CCCCC2 || [Cl-] || [Cl-]
TILBUO,Co,carbonyl_like,unresolved_positional_or_equivalence,0,1,1,1,1,CC(C)P(c1ccccc1[Si-]c1ccccc1P(C(C)C)C(C)C)C(C)C || [C-]#[O+] || [C-]#[O+],CC(C)P(c1ccccc1[SiH-]c1ccccc1P(C(C)C)C(C)C)C(C)C || [C-]#[O+] || [C-]#[O+]
TITGAG,Pt,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || [CH3-] || c1ccncc1,[CH3-] || c1ccc(-c2ccccn2)nc1 || c1ccncc1
TIWLET,Re,carbonyl_like,unresolved_positional_or_equivalence,0,1,1,1,1,O=C1c2c(c3c4ccccc4nc3c3[n-]cccc23)C(=O)N1Cc1ccccc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccncc1,O=C1c2c(c3c4ccccc4[n-]c3c3ncccc23)C(=O)N1Cc1ccccc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccncc1
TIWRIB,Pd,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,O=C(N[N-]C=C1C=CC=C[N-]1)c1ccccc1 || [Br-] || [Br-],O=C(NN=Cc1ccccn1)c1ccccc1 || [Br-] || [Br-]
TIZJUJ,Fe,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)N1[C-2]N(C(C)C)CCC1 || CC(C)N1[C-]=[N+](C(C)C)CCC1 || [Cl-] || [Cl-],CC(C)N1[C]N(C(C)C)CCC1 || CC(C)N1[C]N(C(C)C)CCC1 || [Cl-] || [Cl-]
TIZKIY,Fe,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)N1[C-2]N(C(C)C)CCCC1 || CC(C)N1[C-]=[N+](C(C)C)CCCC1 || [Cl-] || [Cl-],CC(C)N1[C]N(C(C)C)CCCC1 || CC(C)N1[C]N(C(C)C)CCCC1 || [Cl-] || [Cl-]
TOBNEG,Ru,haptic_or_adjacent_multi_C,metal_disconnection_or_ligand_partition,0,1,1,2,2,Cc1ccc(C(C)C)cc1 || Cc1ccc([N-]C(=NC(=O)c2ccccc2)NCc2ccccc2)cc1 || [Cl-],Cc1ccc(C(C)C)cc1 || Cc1ccc(N=C(N=C([O-])c2ccccc2)NCc2ccccc2)cc1 || [Cl-]
TOJYAV,Re,carbonyl_like,metal_disconnection_or_ligand_partition,0,1,1,1,1,CC(=O)c1ccc[n-]1 || CNC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC([O-])=C1C=CC=N1 || CNC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
TOLBEE,Ru,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[n-]n1 || c1ccc(-c2ccccn2)nc1,COc1ccc([N-]S(=O)(=O)c2ccc(N)cc2)nn1 || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1
TONPIW,Rh,heterocyclic_carbene_like,metal_disconnection_or_ligand_partition,0,1,1,1,1,Cc1ccc([S+](c2[c-]n(-c3c(C)cc(C)cc3C)cc2)c2ccc(C)cc2)cc1 || [C-]#[O+] || [C-]#[O+] || [Cl-],Cc1ccc(S(=C2[C]N(c3c(C)cc(C)cc3C)C=C2)c2ccc(C)cc2)cc1 || [C-]#[O+] || [C-]#[O+] || [Cl-]
TUGTIY,Tc,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,3,5,CP(C)c1ccccc1 || CP(C)c1ccccc1 || N#CC(=S)C(=S)C#N || [N-3],CP(C)c1ccccc1 || CP(C)c1ccccc1 || N#CC([S-])=C([S-])C#N || [N-3]
TUHRAQ,Ir,carbonyl_like,metal_disconnection_or_ligand_partition,0,1,1,1,1,CN1C([B-](C2=NC(C)(C)CO2)(C2=NC(C)(C)CO2)c2ccccc2)=[O+]CC1(C)C || [C-]#[O+] || [C-]#[O+],C[N+]1=C([B-](C2=NC(C)(C)CO2)(C2=NC(C)(C)CO2)c2ccccc2)OCC1(C)C || [C-]#[O+] || [C-]#[O+]
TUKNIY,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,COC(CN([C-2]NC(C)(C)C)C1CCCCC1)OC || [Cl-],COC(CN([C]NC(C)(C)C)C1CCCCC1)OC || [Cl-]
TUKPAS,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,COC(CN([C-2]Nc1ccccc1-c1ccccc1)C12CC3CC(CC(C3)C1)C2)OC || [Cl-],COC(CN([C]Nc1ccccc1-c1ccccc1)C12CC3CC(CC(C3)C1)C2)OC || [Cl-]
TUKPEW,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,COC(CN([C-2]Nc1ccccc1-c1ccccc1)C1CCCCCCCCCCC1)OC || [Cl-],COC(CN([C]Nc1ccccc1-c1ccccc1)C1CCCCCCCCCCC1)OC || [Cl-]
TUKPIA,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,COC(CN([C-2]Nc1c(C(C)C)cccc1C(C)C)C1CCCCC1)OC || [Cl-],COC(CN([C]Nc1c(C(C)C)cccc1C(C)C)C1CCCCC1)OC || [Cl-]
TUKPOG,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,COC(CN([C-2]Nc1c(C(C)C)cccc1C(C)C)C1CCCCCCC1)OC || [Cl-],COC(CN([C]Nc1c(C(C)C)cccc1C(C)C)C1CCCCCCC1)OC || [Cl-]
TULRAV,Pd,S_Se_donor_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,2,2,CCN(CC)C([S-])=NC(=Nc1ccccc1C(C)=NN=C([S-])NC)c1ccccc1,CCN(CC)C(=S)N=C([N-]c1ccccc1C(C)=NN=C([S-])NC)c1ccccc1
TUMDOU,W,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,4,1,1,4,0,CN1[C-2]Oc2ccccc21 || [C-2](C1=CCCC1)N1CCOCC1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CN1[C]Oc2ccccc21 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C](C1=CCCC1)N1CCOCC1
TUSTAD,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,4,1,1,6,2,CS(C)=O || C[S-2](C)=O || C[S-2](C)=O || O=c1c([O-])c(-c2ccc(OCc3ccccc3)cc2)oc2ccccc12 || [Cl-],CS(C)=O || CS(C)=O || CS(C)=O || O=c1c([O-])c(-c2ccc(OCc3ccccc3)cc2)oc2ccccc12 || [Cl-]
TUSTEH,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CS(C)=O || CS(C)=O || C[S-2](C)=O || O=C(C=Cc1ccc(OCc2ccccc2)cc1)c1ccccc1[O-] || [Cl-],CS(C)=O || CS(C)=O || CS(C)=O || O=C(C=Cc1ccc(OCc2ccccc2)cc1)c1ccccc1[O-] || [Cl-]
TUTMIF,Rh,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,3,1,C1=CC(=C(c2ccc[n-]2)c2ccc[n-]2)C=C[N-]1 || C1=CCCC=CCC1,C1=CC(=C(c2ccncc2)c2ccc[n-]2)N=C1 || C1=CCCC=CCC1
TUWSUB,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)N(Cc1[c-]c(O[P-2](c2ccccc2)c2ccccc2)ccc1)C(C)C || [Cl-],CC(C)N(Cc1[c-]c(OP(c2ccccc2)c2ccccc2)ccc1)C(C)C || [Cl-]
TUXKUT,Re,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,[Br-] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1cnc2c(c1)[N-]C1=C([N-]2)c2cccc3cccc1c23,[Br-] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1cc2c3c(cccc3c1)-c1nc3ncccc3nc1-2
TUZSIS,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=CCCC=CCC1 || Clc1ccc([N-]C=C2C=CC=C[N-]2)cc1 || [Cl-] || [Cl-],C1=CCCC=CCC1 || Clc1ccc(N=Cc2ccccn2)cc1 || [Cl-] || [Cl-]
TUZSOY,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=CCCC=CCC1 || COc1ccc([N-]C=C2C=CC=C[N-]2)cc1 || [Cl-] || [Cl-],C1=CCCC=CCC1 || COc1ccc(N=Cc2ccccn2)cc1 || [Cl-] || [Cl-]
TUZSUE,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=CCCC=CCC1 || C1=C[N-]C(=C[N-]c2ccccc2)C=C1 || [Cl-] || [Cl-],C(=Nc1ccccc1)c1ccccn1 || C1=CCCC=CCC1 || [Cl-] || [Cl-]
UDOBOG,W,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CC(C)P(C(C)C)C(C)C || [C-2]=C=C(OC)N(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC(C)P(C(C)C)C(C)C || [C-]#CC(OC)=[N+](C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
UDOCAT,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CC(C)P(C(C)C)C(C)C || [C-2]=C=C(OC)N(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC(C)P(C(C)C)C(C)C || [C-]#CC(OC)=[N+](C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
UDODAU,W,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CP(C)C || [C-2]=C=C(N(C)C)N(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CP(C)C || [C-]#CC(N(C)C)=[N+](C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
UGANOH,Pt,S_Se_donor_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,2,2,COc1ccc2[n-]c(-c3ccccc3)c(N=[O+]C)c2c1 || CS(C)=O || [Cl-] || [Cl-],CON=C1C(c2ccccc2)=Nc2ccc(OC)cc21 || CS(C)=O || [Cl-] || [Cl-]
UGEZEM,Mo,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-4,1,1,2,6,O=C([O-])c1ccccn1 || O=O || O=O || [O-2],O=C([O-])c1ccccn1 || [O-2] || [O-][O-] || [O-][O-]
UGUMOZ,Pt,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1c(C)[c-](C)[c-]1C || S=c1sc([Se-])c([Se-])s1,CC1=C(C)C(C)=C1C || S=c1sc([Se-])c([Se-])s1
UHONUA,Os,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]c2c3c(ccc2=C1)=CC=C[N-]3 || c1cc[cH-]c1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,c1cc[cH-]c1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1cnc2c(c1)ccc1cccnc12
UHUYOM,Pt,heterocyclic_carbene_like,metal_disconnection_or_ligand_partition,0,1,1,4,4,Cn1[c-][o+]cc1 || [CH3-] || [CH3-] || [CH3-] || c1ccc(-c2ccccn2)nc1,CN1[C]OC=C1 || [CH3-] || [CH3-] || [CH3-] || c1ccc(-c2ccccn2)nc1
UJEHAT,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=CCCC=CCC1 || CCN=CC=[C-]c1ccccc1 || CC[N-]C=C[C-2]c1ccccc1,C1=CCCC=CCC1 || CCN=CC=[C-]c1ccccc1 || CCN=CC=[C-]c1ccccc1
UJETAF,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,COc1ccccc1CNc1nc(Cl)nc2c1ncn2C(C)C || C[S-2](C)=O || O=C([O-])C1(C(=O)[O-])CCC1,COc1ccccc1CNc1nc(Cl)nc2c1ncn2C(C)C || CS(C)=O || O=C([O-])C1(C(=O)[O-])CCC1
UKOHUZ,Os,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || O=C(O)CCCc1ccncc1 || [Cl-] || c1ccc(-c2ccccn2)nc1,O=C(O)CCCc1ccncc1 || [Cl-] || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1
UKUMEU,Ti,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CCCC[N-]C(C)=C1C=CC=C[N-]1 || c1cc[cH-]c1 || c1cc[cH-]c1,CCCCN=C(C)c1ccccn1 || c1cc[cH-]c1 || c1cc[cH-]c1
ULATUY,V,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,3,5,CC(=O)C=C(C)N=NC(=O)c1ccc(Br)cc1 || [O-2] || [O-]c1cccc2cccnc12,CC([O-])=CC(C)=NN=C([O-])c1ccc(Br)cc1 || [O-2] || [O-]c1cccc2cccnc12
ULUJOC,Zn,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,2,2,CC(=O)C=C(C)[N-]c1cccc2c1N=S=N2 || CC(=O)C=C(C)[N-]c1cccc2nsnc12,CC([O-])=CC(C)=Nc1cccc2nsnc12 || CC([O-])=CC(C)=Nc1cccc2nsnc12
UMAPOP,Au,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,CNC(=S)N=NC(C)=CC(=O)c1ccccc1 || [Cl-],CNC([S-])=NN=C(C)C=C([O-])c1ccccc1 || [Cl-]
UNAMIF,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CCN([C-2]C(C)=C1OC(C2COC(C)(C)O2)C2OC(C)(C)OC12)CC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CCN([C]C(C)=C1OC(C2COC(C)(C)O2)C2OC(C)(C)OC12)CC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
UNANAY,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CC([C-2]N(Cc1ccccc1)N(C)C)C1CCCC(=O)C1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC([C]N(Cc1ccccc1)N(C)C)C1CCCC(=O)C1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
UNANEC,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CC([C-2]N(Cc1ccccc1)N(C)C)C(CC(=O)c1ccccc1)c1ccccc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC([C]N(Cc1ccccc1)N(C)C)C(CC(=O)c1ccccc1)c1ccccc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
UNAVOW,Co,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,3,3,CC(=O)C=C(C)[N-]C(c1ccccc1)C([N-]C(C)=CC(C)=O)c1ccccc1 || c1ccncc1 || c1ccncc1,CC([O-])=CC(C)=NC(c1ccccc1)C(N=C(C)C=C(C)[O-])c1ccccc1 || c1ccncc1 || c1ccncc1
UPEFUS,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[S-2](C)=O || O=S(=O)([O-])c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12 || [CH3-],CS(C)=O || O=S(=O)([O-])c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12 || [CH3-]
UROQUO,Rh,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,3,1,C1=CCCC=CCC1 || O=[S-2](CCP(c1ccccc1)c1ccccc1)c1ccccc1,C1=CCCC=CCC1 || O=S(CCP(c1ccccc1)c1ccccc1)c1ccccc1
URUKUO,Co,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,3,1,Cc1c(C)[c-](C)[c-]1C || Cc1cc(C)[n-]n1 || Cc1cc(C)[nH]n1 || [C-]#[O+],CC1=C(C)C(C)=C1C || Cc1cc(C)[n-]n1 || Cc1cc(C)[nH]n1 || [C-]#[O+]
USOWOP,Pt,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CN1C(=C2N=CC=C[N-]2)[N-]C=CC1O || [Cl-] || [Cl-],CN1C(c2ncccn2)=NC=CC1O || [Cl-] || [Cl-]
UXOJEY,Ni,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,COc1ccc(C(=O)C=CN=NC(=O)c2ccccc2O)cc1 || N,COc1ccc(C([O-])=CC=NN=C([O-])c2ccccc2O)cc1 || N
VAKXOU,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CC(C)(C)[P-2]1N=S=NSN1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC(C)(C)P1N=S=NSN1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
VAWBIH,Mo,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,4,6,CC(=CC(=O)c1ccccc1)N=NC(=O)c1ccccc1N || Cc1cccnc1 || [O-2] || [O-2],CC(C=C([O-])c1ccccc1)=NN=C([O-])c1ccccc1N || Cc1cccnc1 || [O-2] || [O-2]
VEBYAE,Re,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,7,5,CC(C)([O-])C(C)(C)O[P-2]1OC(C)(C)C(C)(C)O1 || Cc1ccncc1 || [Cl-] || [Cl-] || [O-2],CC(C)([O-])C(C)(C)OP1OC(C)(C)C(C)(C)O1 || Cc1ccncc1 || [Cl-] || [Cl-] || [O-2]
VEBYIM,Re,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,7,5,CC(C)([O-])C(C)(C)O[P-2]1OC(C)(C)C(C)(C)O1 || [Br-] || [Br-] || [O-2] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(C)([O-])C(C)(C)OP1OC(C)(C)C(C)(C)O1 || [Br-] || [Br-] || [O-2] || c1ccc(P(c2ccccc2)c2ccccc2)cc1
VEBZAF,Re,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,7,5,CC(C)(N)CO[P-2]1NC(C)(C)CO1 || [Cl-] || [Cl-] || [Cl-] || [O-2],CC(C)(N)COP1NC(C)(C)CO1 || [Cl-] || [Cl-] || [Cl-] || [O-2]
VECQEB,Mn,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,3,1,N[C-2]c1ccccc1 || [C-]#[O+] || [C-]#[O+] || c1cc[cH-]c1,N[C]c1ccccc1 || [C-]#[O+] || [C-]#[O+] || c1cc[cH-]c1
