IDs,charge,in_graph_consensus,status,validated,extraction_method,n_atoms,n_edges,n_heavy_edges,edges_0,error
WIRVIF,0,1,ok,1,fast_binary,43,45,35,0-1;0-2;0-13;0-14;0-15;0-16;3-32;4-33;5-34;6-35;7-36;8-38;9-39;10-40;11-41;12-42;13-17;13-21;14-24;14-27;15-31;16-37;17-18;17-19;17-20;21-22;21-23;21-24;24-25;24-26;27-28;27-29;27-30;31-32;31-36;32-33;33-34;34-35;35-36;37-38;37-42;38-39;39-40;40-41;41-42,
WIRVUR,0,1,ok,1,fast_binary,63,64,28,0-1;0-2;0-3;0-4;0-5;0-6;3-7;3-11;4-14;4-17;5-21;6-26;7-8;7-9;7-10;11-12;11-13;11-14;14-15;14-16;17-18;17-19;17-20;21-22;21-55;21-59;22-23;22-24;22-25;26-27;26-34;27-28;27-35;28-29;28-30;30-31;30-32;32-33;32-34;34-45;35-36;35-37;35-41;37-38;37-39;37-40;41-42;41-43;41-44;45-46;45-47;45-51;47-48;47-49;47-50;51-52;51-53;51-54;55-56;55-57;55-58;59-60;59-61;59-62,
WIRWIG,0,1,ok,1,fast_binary,61,63,34,0-1;0-2;0-6;0-7;0-8;0-9;3-31;4-28;5-25;6-10;6-14;7-17;7-20;8-24;9-32;10-11;10-12;10-13;14-15;14-16;14-17;17-18;17-19;20-21;20-22;20-23;24-25;24-31;25-26;26-27;26-28;28-29;29-30;29-31;32-33;32-40;33-34;33-41;34-35;34-36;36-37;36-38;38-39;38-40;40-51;41-42;41-43;41-47;43-44;43-45;43-46;47-48;47-49;47-50;51-52;51-53;51-57;53-54;53-55;53-56;57-58;57-59;57-60,
WIRWOM,0,1,ok,1,fast_binary,65,67,37,0-1;0-2;0-3;0-4;0-9;0-10;3-13;3-17;4-20;4-23;5-11;6-11;7-12;8-12;9-27;10-36;11-28;12-35;13-14;13-15;13-16;17-18;17-19;17-20;20-21;20-22;23-24;23-25;23-26;27-28;27-35;28-29;29-30;29-31;31-32;31-33;33-34;33-35;36-37;36-44;37-38;37-45;38-39;38-40;40-41;40-42;42-43;42-44;44-55;45-46;45-47;45-51;47-48;47-49;47-50;51-52;51-53;51-54;55-56;55-57;55-61;57-58;57-59;57-60;61-62;61-63;61-64,
WISBAE,1,1,ok,1,fast_binary,44,51,30,0-1;0-2;0-8;0-43;2-3;2-4;2-43;4-5;4-6;4-43;6-7;6-8;6-43;8-9;8-43;10-11;10-18;10-20;11-12;11-29;12-13;12-14;14-15;14-16;16-17;16-18;18-19;20-39;20-40;21-22;21-23;21-24;21-39;25-26;25-27;25-28;25-39;29-30;29-31;29-32;32-33;32-41;32-43;34-35;34-41;34-42;35-36;35-37;35-38;40-43;42-43,
WISBUY,0,1,ok,1,fast_binary,46,49,29,0-2;0-3;0-4;0-20;0-21;1-17;4-5;5-14;5-25;6-8;6-16;6-26;7-9;7-24;7-25;8-13;8-14;9-12;9-27;10-11;10-12;10-28;11-24;11-29;12-30;13-22;13-31;14-15;15-18;15-19;16-17;16-32;17-22;18-25;18-33;19-34;19-35;19-36;20-21;20-37;20-38;21-39;21-40;22-41;23-25;23-42;23-43;23-44;24-45,
WISCIN,0,1,ok,1,fast_binary,51,56,27,0-1;0-2;0-6;0-7;0-10;0-11;0-12;0-13;2-5;3-4;3-5;3-30;5-9;6-10;6-11;6-22;7-8;7-9;9-14;10-13;10-26;11-12;11-35;12-13;12-31;13-39;14-15;14-16;14-17;18-19;18-20;18-21;18-30;22-23;22-24;22-25;26-27;26-28;26-29;30-43;30-47;31-32;31-33;31-34;35-36;35-37;35-38;39-40;39-41;39-42;43-44;43-45;43-46;47-48;47-49;47-50,
WISJEQ,0,1,ok,1,fast_binary,81,84,41,0-3;0-18;1-18;1-19;1-23;2-18;2-21;2-52;3-4;3-5;5-6;5-7;7-8;7-16;8-9;8-10;10-11;10-12;12-13;12-14;14-15;14-16;16-17;19-20;19-21;21-22;23-24;23-31;24-25;24-32;25-26;25-27;27-28;27-29;29-30;29-31;31-42;32-33;32-34;32-38;34-35;34-36;34-37;38-39;38-40;38-41;42-43;42-44;42-48;44-45;44-46;44-47;48-49;48-50;48-51;52-53;52-60;53-54;53-61;54-55;54-56;56-57;56-58;58-59;58-60;60-71;61-62;61-63;61-67;63-64;63-65;63-66;67-68;67-69;67-70;71-72;71-73;71-77;73-74;73-75;73-76;77-78;77-79;77-80,
WISKOY,0,1,ok,1,fast_binary,71,76,46,0-1;0-2;0-36;0-70;1-3;1-14;1-25;3-4;3-12;4-5;4-6;6-7;6-8;8-9;8-10;10-11;10-12;12-13;14-15;14-23;15-16;15-17;17-18;17-19;19-20;19-21;21-22;21-23;23-24;25-26;25-34;26-27;26-28;28-29;28-30;30-31;30-32;32-33;32-34;34-35;36-37;36-48;36-59;37-38;37-46;38-39;38-40;40-41;40-42;42-43;42-44;44-45;44-46;46-47;48-49;48-57;49-50;49-51;51-52;51-53;53-54;53-55;55-56;55-57;57-58;59-60;59-68;60-61;60-62;62-63;62-64;64-65;64-66;66-67;66-68;68-69,
WISQEX,0,1,ok,1,fast_binary,67,72,48,0-1;0-2;0-3;0-4;0-61;0-63;1-5;2-6;7-8;7-9;7-61;9-10;9-11;11-12;11-29;13-14;13-15;13-29;15-16;15-27;17-18;17-19;17-26;19-20;19-21;21-22;21-65;22-23;22-24;24-25;24-26;26-27;27-62;28-29;28-61;28-62;30-31;30-32;30-33;30-65;34-35;34-36;34-63;36-37;36-38;38-39;38-56;40-41;40-42;40-56;42-43;42-54;44-45;44-46;44-53;46-47;46-48;48-49;48-66;49-50;49-51;51-52;51-53;53-54;54-64;55-56;55-63;55-64;57-58;57-59;57-60;57-66,
WISTUQ,1,1,ok,1,fast_binary,47,50,30,0-1;0-2;0-13;0-14;0-25;0-36;2-3;2-11;3-4;3-5;5-6;5-7;7-8;7-9;9-10;9-11;11-12;14-15;14-23;15-16;15-17;17-18;17-19;19-20;19-21;21-22;21-23;23-24;25-26;25-34;26-27;26-28;28-29;28-30;30-31;30-32;32-33;32-34;34-35;36-37;36-45;37-38;37-39;39-40;39-41;41-42;41-43;43-44;43-45;45-46,
WITBEJ,0,1,ok,1,fast_binary,41,45,26,0-1;0-2;0-3;0-38;0-39;0-40;3-7;3-10;4-5;4-6;4-7;4-38;7-8;7-9;10-11;10-12;10-13;14-15;14-23;14-39;15-16;15-17;17-18;17-19;19-20;19-21;21-22;21-39;23-24;23-25;23-38;26-27;26-35;26-40;27-28;27-29;29-30;29-31;31-32;31-33;33-34;33-40;35-36;35-37;35-38,
WITFAJ,0,1,ok,1,fast_binary,60,66,45,0-3;0-4;0-5;0-6;0-9;0-10;1-13;2-38;3-20;3-22;4-57;4-59;5-12;6-37;7-26;8-31;9-45;11-12;11-18;11-20;12-13;13-14;14-15;14-16;16-17;16-18;18-19;20-21;22-23;22-24;22-36;24-25;24-26;24-31;26-27;27-28;27-29;27-30;31-32;32-33;32-34;32-35;36-37;36-43;37-38;38-39;39-40;39-41;41-42;41-43;43-44;45-46;45-59;46-47;46-48;48-49;48-50;50-51;50-52;52-53;52-59;53-54;53-55;55-56;55-57;57-58,
WITTUR,1,1,ok,1,fast_binary,50,57,39,0-41;0-42;0-43;1-2;1-3;1-43;3-4;3-42;5-6;5-43;5-44;6-7;6-8;8-9;8-10;10-11;10-12;12-13;12-44;14-15;14-42;14-45;15-16;15-48;17-18;17-19;17-48;19-20;19-45;21-22;21-23;21-46;23-24;23-25;25-26;25-27;27-28;27-39;28-29;28-46;29-30;29-47;30-31;30-37;31-32;31-33;33-34;33-35;35-36;35-47;37-38;37-39;39-40;41-44;41-46;41-47;48-49,
WIVCUC,0,1,ok,1,fast_binary,40,45,32,0-1;0-2;0-3;0-5;0-6;0-7;4-24;4-26;5-8;5-16;6-17;6-30;7-31;7-38;8-9;8-10;10-11;10-12;12-13;12-14;14-15;14-16;16-17;17-18;18-19;18-20;20-21;20-28;21-22;21-26;22-23;22-24;24-25;26-27;28-29;28-30;30-31;31-32;32-33;32-34;34-35;34-36;36-37;36-38;38-39,
WIVFAJ,0,1,ok,1,fast_binary,29,32,22,0-1;0-2;0-3;0-4;0-5;0-8;4-9;4-23;5-6;5-12;6-7;6-21;8-27;8-28;9-12;9-25;10-11;10-19;10-25;12-26;13-14;13-17;13-23;15-16;15-21;15-26;17-18;17-25;19-20;19-26;21-22;23-24,
WIVHOA,0,1,ok,1,fast_binary,50,55,36,0-1;0-2;0-4;0-6;2-7;2-19;2-25;3-13;4-5;4-13;5-14;5-49;6-14;6-18;7-8;7-12;8-9;8-31;9-10;9-32;10-11;10-33;11-12;11-34;12-13;14-15;15-16;15-35;16-17;16-36;17-18;17-37;18-38;19-20;19-24;20-21;20-39;21-22;21-40;22-23;22-41;23-24;23-42;24-43;25-26;25-30;26-27;26-44;27-28;27-45;28-29;28-46;29-30;29-47;30-48,
WIVJUJ,0,1,ok,1,fast_binary,43,48,32,0-34;0-35;0-40;1-2;1-3;1-34;3-4;3-35;5-6;5-34;5-36;6-7;6-41;7-8;7-9;9-10;9-11;11-12;11-36;13-14;13-15;13-16;13-35;17-37;17-38;17-40;18-19;18-20;18-37;20-21;20-38;22-23;22-37;22-39;23-24;23-42;24-25;24-26;26-27;26-28;28-29;28-39;30-31;30-32;30-33;30-38;40-41;40-42,
WIVKEU,0,1,ok,1,fast_binary,75,82,50,0-33;0-34;0-37;1-2;1-3;1-33;3-4;3-34;5-6;5-34;5-35;6-7;6-36;7-8;7-9;9-10;9-11;11-12;11-35;13-14;13-20;13-33;14-15;14-21;15-16;15-17;17-18;17-25;18-19;18-20;20-29;21-22;21-23;21-24;25-26;25-27;25-28;29-30;29-31;29-32;36-37;37-38;37-74;38-71;38-72;39-40;39-41;39-71;41-42;41-72;43-44;43-72;43-73;44-45;44-74;45-46;45-47;47-48;47-49;49-50;49-73;51-52;51-58;51-71;52-53;52-59;53-54;53-55;55-56;55-63;56-57;56-58;58-67;59-60;59-61;59-62;63-64;63-65;63-66;67-68;67-69;67-70,
WIVKUK,0,1,ok,1,fast_binary,82,87,47,0-1;0-2;0-4;0-7;0-8;1-10;1-19;1-46;2-9;2-32;2-39;3-19;3-22;3-57;4-23;4-68;4-75;5-7;6-8;9-10;9-17;10-11;11-12;11-13;13-14;13-15;15-16;15-17;17-18;19-20;19-21;22-23;22-30;23-24;24-25;24-26;26-27;26-28;28-29;28-30;30-31;32-33;32-34;32-35;35-36;35-37;35-38;39-40;39-41;39-42;42-43;42-44;42-45;46-47;46-55;47-48;47-49;49-50;49-51;51-52;51-53;53-54;53-55;55-56;57-58;57-66;58-59;58-60;60-61;60-62;62-63;62-64;64-65;64-66;66-67;68-69;68-70;68-71;71-72;71-73;71-74;75-76;75-77;75-78;78-79;78-80;78-81,
WIVNUK,0,1,ok,1,fast_binary,81,89,58,0-1;0-2;0-3;0-4;0-5;0-6;1-22;2-18;3-21;3-48;4-20;6-11;6-17;7-8;7-11;7-15;9-10;9-15;9-17;11-12;12-13;12-14;12-54;15-16;17-24;18-19;18-24;19-40;19-67;20-46;20-52;21-42;21-49;22-42;22-47;23-28;23-30;23-54;24-25;26-27;26-28;26-63;28-29;30-31;30-44;32-33;32-47;32-77;34-35;34-38;34-48;36-37;36-46;36-75;38-39;38-49;40-41;40-79;42-43;44-45;44-63;46-57;47-73;48-52;49-50;51-54;52-53;55-56;55-61;55-73;57-58;57-59;59-60;59-71;61-62;61-77;63-64;65-66;65-67;65-69;67-68;69-70;69-79;71-72;71-75;73-74;75-76;77-78;79-80,
WIVRIF,1,1,ok,1,fast_binary,42,46,25,0-1;0-2;0-3;0-27;0-28;0-39;1-29;1-32;1-41;2-8;2-35;3-9;3-12;3-40;4-5;4-6;4-36;6-7;6-8;8-9;9-10;9-11;12-13;12-14;12-15;15-16;15-17;15-38;18-19;18-20;18-21;18-38;21-22;21-23;21-39;24-25;24-26;24-29;24-39;29-30;29-31;32-33;32-34;32-35;35-36;36-37,
WIVSEC,0,1,ok,1,fast_binary,52,53,25,0-1;0-2;0-3;0-27;0-28;2-15;2-19;2-23;3-4;4-5;4-13;5-6;5-7;7-8;7-9;9-10;9-11;11-12;11-13;13-14;15-16;15-17;15-18;19-20;19-21;19-22;23-24;23-25;23-26;27-40;27-44;27-48;28-29;29-30;29-38;30-31;30-32;32-33;32-34;34-35;34-36;36-37;36-38;38-39;40-41;40-42;40-43;44-45;44-46;44-47;48-49;48-50;48-51,
WIVVOO,1,1,ok,1,fast_binary,47,52,28,0-41;0-42;0-44;0-46;1-2;1-3;1-41;3-4;3-5;5-6;5-7;7-8;7-9;9-10;9-41;10-11;10-12;10-42;13-14;13-15;13-27;13-42;15-16;15-17;15-18;18-19;18-20;18-21;21-22;21-23;21-24;24-25;24-26;24-27;27-28;27-44;29-30;29-31;29-32;29-44;32-33;32-46;33-34;33-35;35-36;35-37;37-38;37-39;39-40;39-46;42-43;44-45,
WIVVUS,0,1,ok,1,fast_binary,42,47,31,0-1;0-4;0-5;0-6;0-13;0-14;0-15;0-16;0-17;2-4;3-5;6-7;6-12;7-8;7-9;9-10;9-38;10-11;10-39;11-12;11-40;12-41;13-14;13-17;13-18;14-15;14-22;15-16;15-26;16-17;16-30;17-34;18-19;18-20;18-21;22-23;22-24;22-25;26-27;26-28;26-29;30-31;30-32;30-33;34-35;34-36;34-37,
WIVYAE,0,1,ok,1,fast_binary,82,86,44,0-1;0-2;0-3;0-5;0-6;3-15;4-5;4-8;4-14;5-7;6-44;7-11;7-24;8-9;8-10;8-11;11-12;11-13;14-15;14-22;15-16;16-17;16-18;18-19;18-20;20-21;20-22;22-23;24-25;24-31;25-26;25-32;26-27;26-28;28-29;28-36;29-30;29-31;31-40;32-33;32-34;32-35;36-37;36-38;36-39;40-41;40-42;40-43;44-45;44-51;45-46;45-52;46-47;46-48;48-49;48-78;49-50;49-51;51-65;52-53;52-57;52-61;53-54;53-55;53-56;57-58;57-59;57-60;61-62;61-63;61-64;65-66;65-70;65-74;66-67;66-68;66-69;70-71;70-72;70-73;74-75;74-76;74-77;78-79;78-80;78-81,
WIVYUX,0,1,ok,1,fast_binary,26,26,12,0-1;0-2;2-3;2-4;3-5;3-9;4-7;4-12;5-6;5-7;7-8;9-10;9-11;9-19;12-13;12-14;12-15;16-17;16-18;16-19;16-22;19-20;19-21;22-23;22-24;22-25,
WIVZAE,1,1,ok,1,fast_binary,49,50,22,0-1;0-25;1-2;1-11;2-3;2-7;3-4;3-5;3-6;7-8;7-9;9-10;9-11;11-12;12-13;12-14;12-15;15-16;15-17;15-18;18-19;18-20;18-21;21-22;21-23;21-24;25-26;25-35;26-27;26-31;27-28;27-29;27-30;31-32;31-33;33-34;33-35;35-36;36-37;36-38;36-39;39-40;39-41;39-42;42-43;42-44;42-45;45-46;45-47;45-48,
WIWCEK,0,1,ok,1,fast_binary,37,37,22,0-7;0-9;0-10;0-11;0-12;0-13;1-9;2-10;3-11;4-12;5-13;6-7;6-14;6-18;7-8;7-22;8-19;8-20;8-21;14-15;14-23;15-16;15-24;16-17;16-25;17-18;17-26;18-27;19-28;19-29;19-30;20-31;20-32;20-33;21-34;21-35;21-36,
WIWCIP,0,1,ok,1,fast_binary,67,69,30,0-4;0-5;0-6;1-5;1-22;1-26;1-30;2-6;2-43;2-47;2-51;3-6;3-55;3-59;3-63;4-7;4-21;5-20;7-8;7-9;9-10;9-11;11-12;11-13;13-14;13-21;14-15;14-16;16-17;16-18;18-19;18-20;20-21;22-23;22-24;22-25;26-27;26-28;26-29;30-31;30-35;30-39;31-32;31-33;31-34;35-36;35-37;35-38;39-40;39-41;39-42;43-44;43-45;43-46;47-48;47-49;47-50;51-52;51-53;51-54;55-56;55-57;55-58;59-60;59-61;59-62;63-64;63-65;63-66,
WIWCUB,0,1,ok,1,fast_binary,37,42,28,0-1;0-2;0-19;0-20;1-3;1-17;2-16;2-18;3-4;3-5;5-6;5-7;7-8;7-9;9-10;9-17;10-11;10-12;12-13;12-14;14-15;14-16;16-17;19-21;19-35;20-34;20-36;21-22;21-23;23-24;23-25;25-26;25-27;27-28;27-35;28-29;28-30;30-31;30-32;32-33;32-34;34-35,
WIWDAI,0,1,ok,1,fast_binary,37,42,28,0-1;0-2;0-19;0-20;1-4;1-18;2-3;2-17;4-5;4-6;6-7;6-8;8-9;8-10;10-11;10-18;11-12;11-13;13-14;13-15;15-16;15-17;17-18;19-22;19-36;20-21;20-35;22-23;22-24;24-25;24-26;26-27;26-28;28-29;28-36;29-30;29-31;31-32;31-33;33-34;33-35;35-36,
WIWDUC,0,1,ok,1,fast_binary,44,47,21,0-1;0-2;0-17;0-43;2-3;2-4;2-43;4-5;4-6;4-7;7-8;7-9;7-10;10-11;10-12;10-43;12-13;12-14;12-43;14-15;14-16;14-17;17-18;17-19;20-21;20-22;20-26;20-42;22-23;22-24;22-25;26-27;26-28;26-29;30-31;30-32;30-36;30-42;32-33;32-34;32-35;36-37;36-38;36-39;40-43;41-42;42-43,
WIWFEN,0,1,ok,1,fast_binary,59,62,35,0-1;0-2;0-5;0-7;1-14;1-20;1-26;2-7;2-13;3-8;4-8;4-9;5-11;6-11;7-8;7-32;9-10;9-33;9-34;10-35;10-36;10-37;11-12;12-38;12-39;12-40;13-41;13-42;13-43;14-15;14-19;15-16;15-44;16-17;16-45;17-18;17-46;18-19;18-47;19-48;20-21;20-25;21-22;21-49;22-23;22-50;23-24;23-51;24-25;24-52;25-53;26-27;26-31;27-28;27-54;28-29;28-55;29-30;29-56;30-31;30-57;31-58,
WIWGAK,0,1,ok,1,fast_binary,63,68,40,0-1;0-3;0-4;0-58;1-25;1-36;1-47;2-4;2-8;3-10;3-11;4-5;5-6;5-10;6-7;6-8;8-9;10-62;11-12;11-13;11-14;14-15;14-23;15-16;15-17;17-18;17-19;19-20;19-21;21-22;21-23;23-24;25-26;25-34;26-27;26-28;28-29;28-30;30-31;30-32;32-33;32-34;34-35;36-37;36-45;37-38;37-39;39-40;39-41;41-42;41-43;43-44;43-45;45-46;47-48;47-56;48-49;48-50;50-51;50-52;52-53;52-54;54-55;54-56;56-57;58-59;58-60;58-61,
WIWGEO,0,1,ok,1,fast_binary,48,51,36,0-1;0-3;0-22;0-25;0-26;0-27;1-28;2-4;2-15;2-21;3-11;3-23;4-5;4-45;6-9;6-32;6-45;7-13;7-17;7-21;8-13;8-15;8-30;9-10;9-23;11-12;11-32;13-14;15-19;16-22;17-18;17-39;19-20;19-43;21-35;23-24;25-47;26-29;27-34;30-31;30-37;32-33;35-36;35-41;37-38;37-43;39-40;39-41;41-42;43-44;45-46,
WIWGER,0,1,ok,1,fast_binary,41,44,28,0-1;0-4;0-21;0-24;1-2;1-6;2-3;4-9;5-12;5-17;6-7;6-8;8-9;8-15;9-10;10-11;10-12;12-13;13-14;13-15;15-16;17-18;17-19;17-20;21-22;21-26;22-23;24-29;25-32;25-37;26-27;26-28;28-29;28-35;29-30;30-31;30-32;32-33;33-34;33-35;35-36;37-38;37-39;37-40,
WIWGIS,0,1,ok,1,fast_binary,48,51,36,0-1;0-36;0-40;2-3;2-4;2-5;2-6;2-19;2-24;3-17;3-20;4-8;5-7;6-23;9-10;9-11;9-25;11-12;11-14;12-13;12-17;14-15;14-20;16-19;17-18;20-21;22-24;25-26;25-27;27-30;27-34;28-29;28-33;28-35;30-31;30-35;31-32;31-40;33-34;33-42;34-38;35-36;36-37;38-39;38-44;40-41;42-43;42-46;44-45;44-46;46-47,
WIWHIU,1,1,ok,1,fast_binary,78,87,55,0-1;0-8;0-9;1-10;1-26;1-42;2-3;2-10;2-21;4-5;4-26;4-37;6-7;6-42;6-53;8-58;8-76;9-59;9-60;10-11;11-12;11-22;12-13;12-21;13-14;13-15;15-16;15-17;17-18;17-19;19-20;19-21;22-23;22-24;22-25;26-27;27-28;27-38;28-29;28-37;29-30;29-31;31-32;31-33;33-34;33-35;35-36;35-37;38-39;38-40;38-41;42-43;43-44;43-54;44-45;44-53;45-46;45-47;47-48;47-49;49-50;49-51;51-52;51-53;54-55;54-56;54-57;58-59;58-71;59-66;60-61;60-62;62-63;62-64;64-65;64-66;66-67;67-68;67-69;69-70;69-71;71-72;72-73;72-74;74-75;74-76;76-77,
WIWJIV,1,1,ok,1,fast_binary,68,76,43,0-1;0-2;0-4;0-8;0-10;0-20;0-21;1-35;1-46;1-57;2-3;2-4;2-12;4-5;4-6;6-7;6-8;6-14;8-9;8-10;10-11;10-12;12-13;12-14;14-15;14-16;17-18;17-19;17-20;20-25;21-22;21-26;22-23;22-24;25-26;25-27;26-31;27-28;27-29;27-30;31-32;31-33;31-34;35-36;35-44;36-37;36-38;38-39;38-40;40-41;40-42;42-43;42-44;44-45;46-47;46-55;47-48;47-49;49-50;49-51;51-52;51-53;53-54;53-55;55-56;57-58;57-66;58-59;58-60;60-61;60-62;62-63;62-64;64-65;64-66;66-67,
WIWJOB,1,1,ok,1,fast_binary,65,73,42,0-1;0-3;0-7;0-9;0-19;0-20;0-31;1-2;1-3;1-11;3-4;3-5;5-6;5-7;5-13;7-8;7-9;9-10;9-11;11-12;11-13;13-14;13-15;16-17;16-18;16-19;19-24;20-21;20-25;21-22;21-23;24-25;24-27;25-26;27-28;27-29;27-30;31-32;31-43;31-54;32-33;32-41;33-34;33-35;35-36;35-37;37-38;37-39;39-40;39-41;41-42;43-44;43-52;44-45;44-46;46-47;46-48;48-49;48-50;50-51;50-52;52-53;54-55;54-63;55-56;55-57;57-58;57-59;59-60;59-61;61-62;61-63;63-64,
WIWJUH,1,1,ok,1,fast_binary,84,94,55,0-1;0-2;0-3;0-5;0-6;0-10;0-12;1-51;1-62;1-73;2-19;2-29;3-4;3-6;3-14;5-20;5-40;6-7;6-8;8-9;8-10;8-16;10-11;10-12;12-13;12-14;14-15;14-16;16-17;16-18;19-20;19-21;20-25;21-22;21-23;21-24;25-26;25-27;25-28;29-30;29-38;30-31;30-32;32-33;32-34;34-35;34-36;36-37;36-38;38-39;40-41;40-49;41-42;41-43;43-44;43-45;45-46;45-47;47-48;47-49;49-50;51-52;51-60;52-53;52-54;54-55;54-56;56-57;56-58;58-59;58-60;60-61;62-63;62-71;63-64;63-65;65-66;65-67;67-68;67-69;69-70;69-71;71-72;73-74;73-82;74-75;74-76;76-77;76-78;78-79;78-80;80-81;80-82;82-83,
WIWLAS,0,1,ok,1,fast_binary,66,70,37,0-1;0-2;0-3;0-5;0-6;0-8;4-6;4-9;4-15;5-16;6-7;7-12;7-25;8-54;8-63;9-10;9-11;9-12;12-13;12-14;15-16;15-23;16-17;17-18;17-19;19-20;19-21;21-22;21-23;23-24;25-26;25-33;26-27;26-34;27-28;27-29;29-30;29-31;31-32;31-33;33-44;34-35;34-36;34-40;36-37;36-38;36-39;40-41;40-42;40-43;44-45;44-46;44-50;46-47;46-48;46-49;50-51;50-52;50-53;54-55;54-56;54-57;57-58;57-59;57-60;60-61;60-62;60-63;63-64;63-65,
WIWNAR,0,1,ok,1,fast_binary,33,35,27,0-1;0-2;0-3;0-5;0-7;0-8;3-4;5-6;7-9;7-16;8-17;8-23;9-10;9-11;11-12;11-13;13-14;13-25;14-15;14-16;16-17;17-18;18-19;18-20;20-21;20-28;21-22;21-23;23-24;25-26;25-27;26-31;28-29;28-30;29-32,
WIWNUO,0,1,ok,1,fast_binary,80,82,39,0-1;0-2;0-37;0-50;3-41;3-44;4-5;4-8;4-37;6-37;6-38;6-47;7-50;7-51;8-9;8-16;9-10;9-17;10-11;10-12;12-13;12-14;14-15;14-16;16-27;17-18;17-19;17-23;19-20;19-21;19-22;23-24;23-25;23-26;27-28;27-29;27-33;29-30;29-31;29-32;33-34;33-35;33-36;38-39;38-40;38-41;41-42;41-43;44-45;44-46;44-47;47-48;47-49;51-52;51-59;52-53;52-70;53-54;53-55;55-56;55-57;57-58;57-59;59-60;60-61;60-62;60-66;62-63;62-64;62-65;66-67;66-68;66-69;70-71;70-72;70-76;72-73;72-74;72-75;76-77;76-78;76-79,
WIWPAW,0,1,ok,1,fast_binary,82,84,39,0-1;0-2;0-36;0-52;3-4;3-7;3-36;5-36;5-37;5-49;6-52;6-53;7-8;7-25;8-9;8-19;9-10;9-11;9-15;11-12;11-13;11-14;15-16;15-17;15-18;19-20;19-21;21-22;21-23;23-24;23-25;25-26;26-27;26-28;26-32;28-29;28-30;28-31;32-33;32-34;32-35;37-38;37-39;37-40;40-41;40-42;40-43;43-44;43-45;43-46;46-47;46-48;46-49;49-50;49-51;53-54;53-71;54-55;54-65;55-56;55-57;55-61;57-58;57-59;57-60;61-62;61-63;61-64;65-66;65-67;67-68;67-69;69-70;69-71;71-72;72-73;72-74;72-78;74-75;74-76;74-77;78-79;78-80;78-81,
WIWQEA,0,1,ok,1,fast_binary,24,28,21,0-15;0-18;0-19;0-20;0-21;0-22;0-23;1-2;1-3;1-16;3-4;3-5;5-6;5-15;6-7;6-18;7-8;7-9;9-10;9-11;11-12;11-13;13-14;13-18;15-16;16-17;19-20;21-22,
WIWROK,0,1,ok,1,fast_binary,56,60,38,0-1;0-4;1-23;1-34;1-45;2-11;2-12;3-14;3-21;4-5;5-6;6-7;6-12;7-8;7-9;9-10;9-11;11-14;12-13;14-15;15-16;15-17;17-18;17-19;19-20;19-21;21-22;23-24;23-32;24-25;24-26;26-27;26-28;28-29;28-30;30-31;30-32;32-33;34-35;34-43;35-36;35-37;37-38;37-39;39-40;39-41;41-42;41-43;43-44;45-46;45-54;46-47;46-48;48-49;48-50;50-51;50-52;52-53;52-54;54-55,
WIWRUQ,0,1,ok,1,fast_binary,75,81,52,0-1;0-5;1-42;1-53;1-64;2-20;2-21;3-24;3-31;4-33;4-40;5-6;6-7;7-8;7-15;8-9;8-10;10-11;10-12;12-13;12-17;13-14;13-15;15-16;17-18;17-22;18-19;18-20;20-24;21-22;21-33;22-23;24-25;25-26;25-27;27-28;27-29;29-30;29-31;31-32;33-34;34-35;34-36;36-37;36-38;38-39;38-40;40-41;42-43;42-51;43-44;43-45;45-46;45-47;47-48;47-49;49-50;49-51;51-52;53-54;53-62;54-55;54-56;56-57;56-58;58-59;58-60;60-61;60-62;62-63;64-65;64-73;65-66;65-67;67-68;67-69;69-70;69-71;71-72;71-73;73-74,
WIWSOL,-1,1,ok,1,fast_binary,43,46,32,0-3;0-24;1-10;1-11;2-13;2-14;3-4;4-5;5-6;5-11;6-7;6-8;8-9;8-10;10-13;11-12;13-20;14-15;14-16;16-17;16-18;18-19;18-20;20-21;22-31;22-32;23-34;23-35;24-25;25-26;26-27;26-32;27-28;27-29;29-30;29-31;31-34;32-33;34-41;35-36;35-37;37-38;37-39;39-40;39-41;41-42,
WIWTOL,0,1,ok,1,fast_binary,63,67,43,0-1;0-2;0-6;0-10;0-11;0-12;1-13;1-19;1-30;2-16;2-41;2-52;3-10;4-11;5-12;6-9;7-9;8-9;13-14;13-15;13-16;16-17;16-18;19-20;19-28;20-21;20-22;22-23;22-24;24-25;24-26;26-27;26-28;28-29;30-31;30-39;31-32;31-33;33-34;33-35;35-36;35-37;37-38;37-39;39-40;41-42;41-50;42-43;42-44;44-45;44-46;46-47;46-48;48-49;48-50;50-51;52-53;52-61;53-54;53-55;55-56;55-57;57-58;57-59;59-60;59-61;61-62,
WIWYIM,0,1,ok,1,fast_binary,42,48,28,0-1;0-2;0-27;0-29;0-31;0-40;2-3;2-8;3-4;3-13;4-5;4-6;6-7;6-8;8-9;9-10;9-11;9-12;13-14;13-15;13-16;16-17;16-25;17-18;17-19;19-20;19-21;21-22;21-23;23-24;23-25;25-26;27-28;27-29;27-33;29-30;29-35;31-32;31-33;31-40;33-34;33-37;35-36;35-37;35-40;37-38;37-39;40-41,
