IDs,charge,status,ilp_seconds,n_atoms,rdkit_parse_ok,error,smiles_ilp,treatment,edge_changed,result_source
SUWVEN,1,ok,0.0834,55,1,,[Au+](<-C1N2C(=C([H])N1c1nc(C([H])([H])[H])c([H])c([H])c1[H])C([H])=C([H])C([H])=C2[H])<-C1N2C(=C([H])N1c1nc(C([H])([H])[H])c([H])c([H])c1[H])C([H])=C([H])C([H])=C2[H],ligand_only,0,baseline_reused
SUWVOX,0,ok,0.0493,31,1,,[Au+3](Cl)(Cl)(<-C1N(c2c([H])c([H])c([H])c(C([H])([H])[H])n2)C([H])=C2N1C([H])=C([H])C([H])=C2[H])Cl,ligand_only,0,baseline_reused
SUXBAO,0,ok,0.0892,63,1,,[Pd+4]1(Cl)(Cl)N2C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])N([H])C2=C2N1C([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])(c1c([H])c([H])c([H])c([H])c1[H])N2[H],ligand_only,0,baseline_reused
SUXGIC,0,ok,0.1956,82,1,,c1(P2(c3c([H])c([H])c([H])c([H])c3[H])c3c(Oc4c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c4P(c4c([H])c([H])c([H])c([H])c4[H])(c4c([H])c([H])c([H])c([H])c4[H])->[Pd+2]<-2(Cl)Cl)c(C([H])([H])[H])c([H])c(C([H])([H])[H])c3[H])c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
SUXLON,0,ok,0.0362,28,1,,[Ru+6]12(Cl)(#N)<-N(=C([H])c3c([H])c([H])c([H])c([H])c3O1)c1c(c([H])c([H])c([H])c1[H])O2,ligand_only,0,baseline_reused
SUXPIL,0,ok,0.1096,79,1,,C12=N(C3([H])C([H])([H])C34C([H])([H])C([H])([H])C3([H])C([H])([H])C4([H])C3(C([H])([H])[H])C([H])([H])[H])->[Zn+2](Cl)(<-N(=C1c1c3c2c([H])c([H])c([H])c3c([H])c([H])c1[H])C1([H])C([H])([H])C12C([H])([H])C([H])([H])C1([H])C([H])([H])C2([H])C1(C([H])([H])[H])C([H])([H])[H])Cl,ligand_only,0,baseline_reused
SUXTEK,1,ok,0.1390,59,1,,[Ru+2]123(<-N([H])=C(c4c([H])c([H])c([H])c([H])c4O1)C([H])([H])[H])(<-n1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])n->21)<-n1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])n->31,ligand_only,0,baseline_reused
SUXTEL,1,ok,0.1773,57,1,,[Ni+2]12(<-S=C(N(N->1=C(c1c(O2)c(O[H])c([H])c([H])c1[H])[H])[H])N([H])[H])<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
SUXVIQ,0,ok,0.1622,62,1,,C([H])([H])([H])S(=[Ru+6]1(=S(=O)(C([H])([H])[H])C([H])([H])[H])(Cl)(N(C(=N->1c1c([H])c([H])c([H])c([H])c1[H])[H])c1c([H])c([H])c([H])c([H])c1[H])<-N(c1c([H])c([H])c([H])c([H])c1[H])([H])[H])(=O)C([H])([H])[H],ligand_only,0,baseline_reused
SUXVIR,0,ok,0.0786,36,1,,[Pt+2](I)(I)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])<-n1c2c([H])c([H])c([H])c([H])c2c([H])c2c([H])c([H])c([H])c([H])c12,ligand_only,0,baseline_reused
SUXXIT,0,ok,0.1572,63,1,,[Pd+2]12(Oc3c([H])c([H])c([H])c([H])c3C(=N->1C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H])Oc1c([H])c([H])c([H])c([H])c1C(=N->2C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H],ligand_only,0,baseline_reused
SUXXUE,0,ok,0.0860,60,1,,[Mn+]1(<-P(C([H])([H])C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(F)(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
SUXZUH,1,ok,0.1132,75,1,,[Co+3]1234(<-n5c([H])c([H])c([H])c([H])c5C(c5c([H])c([H])c([H])c([H])c5[H])=N->1N=C(c1c([H])c([H])c(Cl)c([H])c1[H])O2)<-n1c(C(c2c([H])c([H])c([H])c([H])c2[H])=N->3N=C(c2c([H])c([H])c(Cl)c([H])c2[H])O4)c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
SUXZUI,0,ok,0.1372,61,1,,[Ni+2]12(<-P(c3c([H])c([H])c([H])c([H])c3[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])<-N(=C(C([H])([H])[H])c3c(c([H])c([H])c(C([H])([H])[H])c3[H])O1)N=C(N([H])[H])S2,ligand_only,0,baseline_reused
SUYBOE,0,ok,0.0676,45,1,,[Ni+2]12(<-N(=C([H])c3c(c([H])c([H])c4c([H])c([H])c([H])c([H])c43)O1)C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)O2)<-n1n([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
SUYDIA,0,ok,0.1050,49,1,,[Pt+2](Br)(<-n1c2c([H])c([H])c([H])c([H])c2c([H])c2c([H])c([H])c([H])c([H])c12)(Br)<-n1c2c([H])c([H])c([H])c([H])c2c([H])c2c([H])c([H])c([H])c([H])c12,ligand_only,0,baseline_reused
SUYPAF,0,ok,0.1911,59,1,,[Ru+2]123(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(OC(=O)c4n->1c(C([O-])=O)c([H])c([H])c4[H])<-n1c4c([H])c([H])c([H])c([H])c4n([H])c1C([H])([H])C(N->2=C([H])c1n->3c([H])c([H])c([H])c1[H])([H])[H],ligand_only,0,baseline_reused
SUYPEH,1,ok,0.1058,66,1,,[Re+](<-P(OC([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-P(OC([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+].O([H])[H],ligand_only,0,baseline_reused
SUYPIL,1,ok,0.0706,72,1,,[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-P(OC([H])([H])C([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-P(OC([H])([H])C([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H].O([H])[H],ligand_only,0,baseline_reused
SUYTOX,0,ok,0.0843,67,1,,[Zn+2]12(SC(N(c3c([H])c([H])c([H])c([H])c3[H])[H])=NN->1=C1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])SC(N(c1c([H])c([H])c([H])c([H])c1[H])[H])=NN->2=C1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],ligand_only,0,baseline_reused
SUYXAN,0,ok,0.0613,43,1,,[Au+3](Cl)(Cl)(Cl)<-n1c2c(nc3c1c([H])c(C([H])([H])[H])c([H])c3[H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C1(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
SUYXIV,0,ok,0.0612,43,1,,C12(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(c3c1nc1c(c([H])c([H])c([H])c1C([H])([H])[H])n3->[Au+3](Cl)(Cl)Cl)C2(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
SUYXOB,0,ok,0.0603,43,1,,[Au+3](Cl)(Cl)(Cl)<-n1c2c(nc3c1C1(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C3([H])C([H])([H])C1([H])[H])c(C([H])([H])[H])c([H])c([H])c2[H],ligand_only,0,baseline_reused
SUYZOD,0,ok,0.1244,76,1,,[Ni+2]12(<-P(c3c([H])c([H])c([H])c([H])c3[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])<-N(=C(C([H])([H])[H])c3c(c(Br)c([H])c(Cl)c3[H])O1)N=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])S2,ligand_only,0,baseline_reused
SUYZUJ,1,ok,0.1263,75,1,,[Ni+2]12(<-S=C(N(N->1=C(c1c(O2)c(Br)c([H])c(Cl)c1[H])C([H])([H])[H])[H])N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
SUZBAQ,0,ok,0.0821,63,1,,[Ti+4]12345(Cl)(<-C6(C([H])([H])[H])=C->1(C([H])([H])[H])C->2(C([H])([H])[H])=C->3(C([H])([H])[H])C46[Si](C([H])([H])[H])(C([H])([H])[H])N5c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])Cl,ligand_only,0,baseline_reused
SUZBAS,0,ok,0.1232,68,1,,[Ni+2]12(<-P(c3c([H])c([H])c([H])c([H])c3[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])<-N(=C(C([H])([H])[H])c3c(c(Br)c([H])c(Cl)c3[H])O1)N=C(N([H])c1c([H])c([H])c([H])c([H])c1[H])S2,ligand_only,0,baseline_reused
SUZHEC,0,ok,0.1457,73,1,,[Pd+2]12(SC(N(c3c([H])c([H])c([H])c([H])c3[H])[H])=NN->1=C([H])c1c3c([H])c([H])c([H])c([H])c3c([H])c([H])c1[H])SC(N(c1c([H])c([H])c([H])c([H])c1[H])[H])=NN->2=C([H])c1c2c([H])c([H])c([H])c([H])c2c([H])c([H])c1[H],ligand_only,0,baseline_reused
SUZLOQ,0,ok,0.0722,44,1,,[Re+]1(<-n2c([H])c([H])c([H])c([H])c2-c2n->1c(-c1c([H])c([H])c([H])c([H])n1)c([H])c(-c1oc([H])c([H])c1[H])c2[H])(Cl)(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
SUZLUW,0,ok,0.0706,44,1,,[Re+]1(<-n2c([H])c([H])c([H])c([H])c2-c2n->1c(-c1nc([H])c([H])c([H])c1[H])c([H])c(-c1sc([H])c([H])c1[H])c2[H])(Cl)(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
SUZTEO,1,ok,0.4360,79,1,,[Ru+4]12345(<-P(c6c([H])c([H])c([H])c([H])c6[H])(c6c([H])c([H])c([H])c([H])c6[H])c6c([H])c([H])c([H])c([H])c6[H])(<-C6([H])=C->1([H])C->2([H])=C->3([H])C46[H])=C1N(C([H])=C([H])C([H])=C1[H])C([n+]1c([H])c([H])c([H])c([H])c1[H])=C5c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
SUZWIT,0,ok,0.1061,55,1,,[Ru+2](Cl)(Cl)(<-n1c([H])nc(C([H])([H])[H])c([H])c1[H])(<-n1c([H])nc(C([H])([H])[H])c([H])c1[H])(<-n1c([H])nc(C([H])([H])[H])c([H])c1[H])<-n1c([H])nc(C([H])([H])[H])c([H])c1[H],ligand_only,0,baseline_reused
SUZXUG,0,ok,0.0720,49,1,,[Pt+2](Cl)(Cl)(<-S(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-S(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
SUZYAN,0,ok,0.0726,49,1,,[Pt+2](Cl)(<-S(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(Cl)<-S(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
TABBAA,0,ok,0.0965,64,1,,[Cd+2]1(<-O([H])[H])(<-O(C(C(c2c([H])c([H])c([H])c([H])n->12)([H])[H])([H])[H])[H])(<-O=S(C([H])([H])[H])C([H])([H])[H])(N1C(=O)c2c([H])c([H])c([H])c([H])c2S1(=O)=O)N1C(=O)c2c([H])c([H])c([H])c([H])c2S1(=O)=O,ligand_only,0,baseline_reused
TABLEP,0,ok,0.0625,79,1,,[W+6](Cl)(Cl)(=Nc1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])=Nc1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H].O(C([H])([H])[H])C([H])([H])C(OC([H])([H])[H])([H])[H],ligand_only,0,baseline_reused
TABLOZ,0,ok,0.0657,82,1,,[W+6](=Nc1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])(=Nc1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H].O1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],ligand_only,0,baseline_reused
TABMEP,-1,ok,0.1504,49,1,,[V+3]1234(<-n5c(C(=O)N1c1c(c([H])c([H])c([H])c1[H])S2)c([H])c([H])c([H])c5[H])<-n1c(C(=O)N3c2c(c([H])c([H])c([H])c2[H])S4)c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
TABNEP,0,ok,0.0309,26,1,,[Cr](<-S(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
TABPET,0,ok,0.1364,62,1,,[Ta+5]1234567(<-n8c(c([H])c([H])c([H])c8C([H])(O1)C([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C2[H])C([H])([H])O3)(<-C1(C([H])([H])[H])=C->4(C([H])([H])[H])C5(C([H])([H])[H])C->6(C([H])([H])[H])=C->71C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
TABPIX,0,ok,0.1268,60,1,,[Ta+5]1234567(<-n8c(c([H])c([H])c([H])c8C([H])(O1)C(c1c([H])c([H])c([H])c([H])c1[H])=C2[H])C([H])([H])O3)(C([H])([H])[H])C1(C([H])([H])[H])C->4(C([H])([H])[H])=C->5(C([H])([H])[H])C->6(C([H])([H])[H])=C->71C([H])([H])[H],ligand_only,0,baseline_reused
TABRAP,0,ok,0.0684,38,1,,[Pd+2]1(Cl)(Cl)<-n2c3c(N->1([H])C([H])(C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])c([H])c([H])c([H])c3c([H])c([H])c2[H],ligand_only,0,baseline_reused
TABSEV,0,ok,0.0468,45,1,,[Pt+4](Cl)(Cl)(<-N([H])=C(N([H])C([H])([H])C(O[H])([H])[H])C([H])([H])C([H])([H])[H])(Cl)(Cl)<-N([H])=C(N([H])C([H])([H])C(O[H])([H])[H])C([H])([H])C([H])([H])[H],ligand_only,0,baseline_reused
TABSOF,0,ok,0.0385,57,1,,[Pt+4](Cl)(Cl)(Cl)(Cl)(<-N([H])=C(N([H])C([H])(C(O[H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])<-N([H])=C(N([H])C([H])(C(O[H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],ligand_only,0,baseline_reused
TABSOH,0,ok,0.0660,73,1,,[Pd+2]1(Br)(Br)<-N(=C(C(=N->1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
TABTEX,0,ok,0.0415,41,1,,[V+5]123(=O)(<-n4c(nc(N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])nc4N(C([H])([H])[H])O1)N(C([H])([H])[H])O2)<-N(C([H])([H])[H])([H])O3,ligand_only,0,baseline_reused
TABVAU,1,ok,0.0463,43,1,,[Co+3]1234(SC([H])([H])C(N->1([H])C([H])([H])C([H])([H])C(N->2([H])[H])([H])[H])([H])[H])SC([H])([H])C(N->3([H])C([H])([H])C([H])([H])C(N->4([H])[H])([H])[H])([H])[H],ligand_only,0,baseline_reused
TABZOL,0,ok,0.1334,67,1,,[Pd+2]1(<-P(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])C(N(c2c([H])c([H])c([H])c([H])c2[H])C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])([H])[H])(Cl)Cl,ligand_only,0,baseline_reused
TACCEG,0,ok,0.0678,41,1,,[W]1(<-[C-]#[O+])(<-n2c3c(c([H])c([H])c([H])c3[H])c([H])c([H])c2-c2n->1c1c(c([H])c([H])c([H])c1[H])c([H])c2[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
TACCIJ,0,ok,0.0496,43,1,,[W]123(<-P(OC([H])([H])[H])(OC([H])([H])[H])OC([H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H],ligand_only,0,baseline_reused
TACCRC,0,ok,0.0282,21,1,,[Cr](<-S=C(C([H])([H])[H])C([H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
TACLEQ,0,ok,0.0297,38,1,,c1([H])c([H])c([H])c([H])c2-c3c([H])c(O[H])c([H])c(-c4c([H])c([H])c([H])c([H])n4)n3->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-n12)Br,ligand_only,0,baseline_reused
TACLIU,0,ok,0.0456,38,1,,[Re+]1(Cl)(<-n2c(-c3n->1c(-c1nc([H])c([H])c([H])c1[H])c([H])c(O[H])c3[H])c([H])c([H])c([H])c2[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
TACLOA,0,ok,0.0475,39,1,,[Re+]1(Br)(<-n2c(-c3c([H])c([H])c([H])c([H])c3[H])c([H])c(O[H])c([H])c2-c2n->1c([H])c([H])c([H])c2[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
TACMUG,0,ok,0.0534,56,1,,[Re+7]1(Cl)(Cl)(=O)(<-n2c([H])c([H])c([H])c([H])c2[H])=P2(OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2,ligand_only,0,baseline_reused
TACWUQ,1,ok,0.4073,76,1,,[Rh+3]123456(Cl)C7(C([H])([H])c8c(P->1(C([H])([H])C([H])([H])P->2(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])c(F)c(F)nc8F)C->3(C([H])([H])[H])=C->4(C([H])([H])[H])C->5(C([H])([H])[H])=C->67C([H])([H])[H],ligand_only,0,baseline_reused
TADGOV,1,ok,0.0367,37,1,,[Pt+2]12(Cl)<-n3c([H])nc(N([H])[H])c4c3n(C([H])([H])C([H])([H])C([H])([H])S->1C([H])([H])C([H])([H])S->2C([H])([H])[H])c([H])n4,ligand_only,0,baseline_reused
TADHAI,0,ok,0.0377,36,1,,[Rh+3]12(Cl)(Cl)(Cl)<-n3c([H])nc(N([H])[H])c4c3n(C([H])([H])C([H])([H])S->1C([H])([H])C([H])([H])S->2C([H])([H])[H])c([H])n4,ligand_only,0,baseline_reused
TADSAV,0,ok,0.0598,41,1,,C1(->[Pt+2](<-n2c([H])c([H])c([H])c([H])c2[H])(I)I)N(C([H])([H])c2c([H])c([H])c(C([H])=O)c([H])c2[H])C([H])=C([H])N1C([H])([H])[H],ligand_only,0,baseline_reused
TADSEZ,0,ok,0.0735,77,1,,C1(->[Pt+2](<-N(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])([H])[H])(I)I)N(C([H])([H])[H])C([H])=C([H])N1C([H])([H])c1c([H])c([H])c(C([H])=NOC([H])([H])c2c3c([H])c([H])c([H])c([H])c3c([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],ligand_only,0,baseline_reused
TADYIJ,0,ok,0.1632,67,1,,[Pt+2](I)(I)(<-[As]1(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2-c2c([H])c([H])c([H])c([H])c21)<-[As]1(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2-c2c([H])c([H])c([H])c([H])c21,ligand_only,0,baseline_reused
TADZON,0,ok,0.0845,54,1,,[Co+3]1234(<-N(=C([H])c5c(c([H])c([H])c([H])c5[H])O1)C([H])([H])C([H])([H])C([H])([H])C([H])(N->2=C([H])c1c(c([H])c([H])c([H])c1[H])O3)C(=O)O4)<-n1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
TAFDIQ,0,ok,0.0533,72,1,,[Ir+]12(<-P(C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])Oc3c([H])c([H])c([H])c(C([H])([H])N->14C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c32)<-[C-]#[O+],ligand_only,0,baseline_reused
TAFJAM,0,ok,0.1206,63,1,,[Rh+3]12(Cl)(<-S(C(=C([H])[H])[H])C(C(S->1C(=C(S2)C([H])([H])[H])[H])([H])[H])([H])[H])(<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])C#CC([H])([H])[H],ligand_only,0,baseline_reused
TAFNET,0,ok,0.1196,63,1,,[Pd+2]12(N(c3n(C([H])([H])[H])c(=O)n(C([H])([H])[H])c(=O)c3N=N->1c1c([H])c([H])c([H])c([H])c1[H])[H])N(c1n(C([H])([H])[H])c(=O)n(C([H])([H])[H])c(=O)c1N=N->2c1c([H])c([H])c([H])c([H])c1[H])[H],ligand_only,0,baseline_reused
TAFQID,0,ok,0.0603,44,1,,[Rh+]123(Cl)(<-C4N(C(n5c([H])nc(Cl)c5Cl)([H])[H])C(Cl)=C(Cl)N4C([H])([H])[H])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H],ligand_only,0,baseline_reused
TAFQUP,1,ok,0.1426,65,1,,[Rh+3]12345(Br)(<-C6N(C([H])([H])C([H])([H])[H])C(Cl)=C(Cl)N6C([H])([H])N6C->1N(C([H])([H])c1c(F)c([H])c([H])c([H])c1[H])C(Cl)=C6Cl)C1(C([H])([H])[H])C->2(C([H])([H])[H])=C->3(C([H])([H])[H])C->4(C([H])([H])[H])=C->51C([H])([H])[H],ligand_only,0,baseline_reused
TAFRAU,0,ok,0.1933,53,1,,[Pt+2]1(<-n2c3c4n->1c([H])c([H])c([H])c4c([H])c([H])c3c([H])c([H])c2[H])(C#Cc1c([H])c([H])c(C(=O)[H])c([H])c1[H])C#Cc1c([H])c([H])c(C(=O)[H])c([H])c1[H],ligand_only,0,baseline_reused
TAFRUO,0,ok,0.1095,43,1,,[Ti+4]12345(Cl)(Cl)(<-N(C(c6c1c([H])c([H])c([H])c6[H])([H])[H])(C([H])([H])C([H])=C([H])[H])C([H])([H])C([H])=C([H])[H])C1([H])C->2([H])=C->3([H])C->4([H])=C->51[H],ligand_only,0,baseline_reused
TAFSAV,0,ok,0.0678,35,1,,[Ti+4]12345(Cl)(Cl)(<-N(C(c6c1c([H])c([H])c([H])c6[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-C1([H])=C->2([H])C->3([H])=C->4([H])C51[H],ligand_only,0,baseline_reused
TAFSID,0,ok,0.0866,40,1,,[Ti+4]12345(Cl)(Cl)(<-N6(C(c7c1c([H])c([H])c([H])c7[H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])C6([H])[H])<-C1([H])=C->2([H])C->3([H])=C->4([H])C51[H],ligand_only,0,baseline_reused
TAFWEF,0,ok,0.0617,39,1,,[Pd+2]1(Cl)(Cl)<-P(c2c(N->1([H])[H])c([H])c([H])c([H])c2[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
TAGDIQ,0,ok,0.0372,29,1,,C([H])(N(C([H])([H])[H])C([H])([H])[H])=O->[Mo+6](F)(=O)(F)(=O)<-O=C([H])N(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
TAGHAK,1,ok,0.0386,25,1,,[Cu+](<-n1c([H])n(C([H])([H])[H])c([H])c1[H])<-n1c([H])n(C([H])([H])[H])c([H])c1[H],ligand_only,0,baseline_reused
TAGHIT,1,ok,0.0461,23,1,,[Pt+2](Cl)(<-N([H])([H])[H])(<-N([H])([H])[H])<-n1c(N([H])[H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
TAGMEV,0,ok,0.1782,69,1,,C1(c2c([H])c([H])c([H])c([H])c2O[H])=NN2->[Ni+2](<-P(c3c([H])c([H])c([H])c([H])c3[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])(Oc3c(c(=O)oc(C([H])([H])[H])c3[H])C=2C([H])([H])[H])O1,ligand_only,0,baseline_reused
TAGREY,-1,ok,0.0589,25,1,,[Ir+3](Cl)(Cl)(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(Cl)<-S(=O)(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
TAHBOW,0,ok,0.1299,71,1,,C([H])([H])([H])Oc1c([H])c([H])c(C([H])([H])N2C(=O)c3c([H])c([H])c([H])c4n3->[Pd+2]2(<-n2c(C([H])([H])O[H])c([H])c([H])c([H])c2C([H])([H])O[H])N(C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])C4=O)c([H])c1[H],ligand_only,0,baseline_reused
TAHCUA,0,ok,0.0399,23,1,,[Pt+2]1(<-N([H])([H])[H])(<-N([H])([H])[H])N2C(=O)C([H])([H])C([H])([H])C2([H])C(=O)O1,ligand_only,0,baseline_reused
TAHFEN,0,ok,0.1089,77,1,,[W]12(<-P(C(C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])([H])[H])(C(C(P->2(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
