CSD_code,SMILES_tmQM,q,s,metal_symbol,coordination_number_tmQM,SMILES_CSD_fixed,coordination_number_CSD_fixed,SMILES_G
CUCMOE,CSCN1C=CN(c2c(C)cc(C)cc2C)[C]1->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]1N(CSC)C=CN1c1c(C)cc(C)cc1C,0,0,Pd,4,CSCN1C=CN(c2c(C)cc(C)cc2C)[C]1->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]1N(CSC)C=CN1c1c(C)cc(C)cc1C,4.0,CSCN1C=CN(c2c(C)cc(C)cc2C)[C:3Π]1->[Pd+2Π](<-[Cl-:1Π])(<-[Cl-:2Π])<-[C:4Π]1N(CSC)C=CN1c1c(C)cc(C)cc1C
TIJKUV,CCC1=CC(CC)(CC)C2=NP(C(C)(C)C)(C(C)(C)C)->[Ni+2]3(<-[NH-]C(=O)c4ccccc4)<-[N-]2C1=NP->3(C(C)(C)C)C(C)(C)C,0,0,Ni,4,CCC1=CC(CC)(CC)C2=NP(C(C)(C)C)(C(C)(C)C)->[Ni+2]3(<-[NH-]C(=O)c4ccccc4)<-[N-]2C1=NP->3(C(C)(C)C)C(C)(C)C,4.0,CCC1=CC(CC)(CC)C2=N[P:3Π](C(C)(C)C)(C(C)(C)C)->[Ni+2Π]3(<-[NH-:2Π]C(=O)c4ccccc4)<-[N-:4Π]2C1=N[P:1Π]->3(C(C)(C)C)C(C)(C)C
FENSOH,COc1ccc(C2=NN3=C(C)C(C)=N(O)->[Ni+2]<-3(<-[O-]C(C)=O)(<-[O-]2)(<-n2ccccc2)<-n2ccccc2)cc1,0,0,Ni,6,COc1ccc(C2=NN3=C(C)C(C)=N(O)->[Ni+2]<-3(<-[O-]C(C)=O)(<-[O-]2)(<-n2ccccc2)<-n2ccccc2)cc1,6.0,COc1ccc(C2=N[N:4Π]3=C(C)C(C)=[N:5Π](O)->[Ni+2Π]<-3(<-[O-:2Π]C(C)=O)(<-[O-:3Π]2)(<-[n:6↓]2ccccc2)<-[n:1↑]2ccccc2)cc1
TEFFEQ,CC1O->[Ni+2]2(<-O)(<-O)(<-[O-]C1=O)<-n1cccc3ccc4cccn->2c4c31,1,0,Ni,6,CC1O->[Ni+2]2(<-O)(<-O)(<-[O-]C1=O)<-n1cccc3ccc4cccn->2c4c31,6.0,CC1[O:3Π]->[Ni+2Π]2(<-[O:5Π])(<-[O:6↓])(<-[O-:2Π]C1=O)<-[n:4Π]1cccc3ccc4ccc[n:1↑]->2c4c31
SIZBOV,CC(C)C1COC2CP(c3ccccc3)(C(C)(C)C)->[Pd+2](<-[Cl-])(<-[Cl-])<-N=21,0,0,Pd,4,CC(C)C1COC2CP(c3ccccc3)(C(C)(C)C)->[Pd+2](<-[Cl-])(<-[Cl-])<-N=21,4.0,CC(C)C1COC2C[P:4Π](c3ccccc3)(C(C)(C)C)->[Pd+2Π](<-[Cl-:1Π])(<-[Cl-:2Π])<-[N:3Π]=21
YATYOJ,N#[N+][N-2]->[Pt+4]1(<-[N-2][N+]#N)(<-[N-2][N+]#N)(<-[N-2][N+]#N)<-n2ccccc2Nc2ccccn->12,0,0,Pt,6,[N-]=[N+]=[N-]->[Pt+4]1(<-[N-]=[N+]=[N-])(<-[N-]=[N+]=[N-])(<-[N-]=[N+]=[N-])<-n2ccccc2Nc2ccccn->12,6.0,N-=N+=[N-:6↓]->[Pt+4Π]1(<-[N-:3Π]=N+=N-)(<-[N-:4Π]=N+=N-)(<-[N-:2Π]=N+=N-)<-[n:5Π]2ccccc2Nc2cccc[n:1↑]->12
PEJGIV,C(#CC1#C(c2ccccc2)->[Pd]<-12<-P(c1ccccc1)(c1ccccc1)c1cccc3cccc(P->2(c2ccccc2)c2ccccc2)c13)c1ccccc1,0,0,Pd,4,C(#CC1#C(c2ccccc2)->[Pd]<-12<-P(c1ccccc1)(c1ccccc1)c1cccc3cccc(P->2(c2ccccc2)c2ccccc2)c13)c1ccccc1,4.0,C(#C[C:4Π]1#[C:3Π](c2ccccc2)->[PdΠ]<-12<-[P:2Π](c1ccccc1)(c1ccccc1)c1cccc3cccc([P:1Π]->2(c2ccccc2)c2ccccc2)c13)c1ccccc1
RUBKUW,CN(C)c1cccc(N(C)C)c12-c1ccccc1P(c1ccccc1)(C(C)(C)C)->[Pd+2]<-2(<-[Br-])<-[c-]1ccc(C#N)cc1,0,0,Pd,4,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)(->[Pd+2](<-[Br-])<-[c-]1ccc(C#N)cc1)C(C)(C)C,3.0,CN(C)c1cccc(N(C)C)c1-c1ccccc1[P:2Π](c1ccccc1)(->[Pd+2Π](<-[Br-:1Π])<-[c-:3Π]1ccc(C#N)cc1)C(C)(C)C
KEHLOZ,CCN(CC)(CC)->[Pd+2]123(<-[Cl-])<-c4c5ccccc->15[cH-]->2c->34,0,0,Pd,6,CCN(CC)(CC)->[Pd+2]12(<-[Cl-])<-c3c4ccccc4[cH-]->1c->23,5.0,
XOJPEU,CC(C)c1cccc(C(C)C)c1N1c2ccccc2N2c3cccc4N5c6ccccc6N(c6c(C(C)C)cccc6C(C)C)[C]5->[Pd+2](<-[Br-])(<-[C]12)<-n34,1,0,Pd,4,CC(C)c1cccc(C(C)C)c1N1c2ccccc2N2c3cccc4N5c6ccccc6N(c6c(C(C)C)cccc6C(C)C)[C]5->[Pd+2](<-[Br-])(<-[C]12)<-n34,4.0,CC(C)c1cccc(C(C)C)c1N1c2ccccc2N2c3cccc4N5c6ccccc6N(c6c(C(C)C)cccc6C(C)C)[C:2Π]5->[Pd+2Π](<-[Br-:1Π])(<-[C:4Π]12)<-[n:3Π]34
WOCNIM,CC(C)N1c2ccccc2N(Cc2ccccc2)[C]1->[Ni+2](<-[Br-])(<-[Br-])<-[C]1N(Cc2ccccc2)c2ccccc2N1C(C)C,0,0,Ni,4,CC(C)N1c2ccccc2N(Cc2ccccc2)[C]1->[Ni+2](<-[Br-])(<-[Br-])<-[C]1N(Cc2ccccc2)c2ccccc2N1C(C)C,4.0,CC(C)N1c2ccccc2N(Cc2ccccc2)[C:2Π]1->[Ni+2Π](<-[Br-:1Π])(<-[Br-:3Π])<-[C:4Π]1N(Cc2ccccc2)c2ccccc2N1C(C)C
WOZWUD,N#Cc1ccn(->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccc(C#N)cc2)cc1,0,0,Pd,4,N#Cc1ccn(->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccc(C#N)cc2)cc1,4.0,N#Cc1cc[n:4Π](->[Pd+2Π](<-[Cl-:3Π])(<-[Cl-:1Π])<-[n:2Π]2ccc(C#N)cc2)cc1
AMEPEN,CC(=O)[O-]->[Pt+2](<-[O-]C(C)=O)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,0,0,Pt,4,CC(=O)[O-]->[Pt+2](<-[O-]C(C)=O)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,4.0,CC(=O)[O-:2Π]->[Pt+2Π](<-[O-:4Π]C(C)=O)(<-[P:1Π](c1ccccc1)(c1ccccc1)c1ccccc1)<-[P:3Π](c1ccccc1)(c1ccccc1)c1ccccc1
DASNAO,CC(C)(C)c1cc(B(c2ccccc2)c2ccccc2)c2c(c1)C(C)(C)c1cc(C(C)(C)C)cc3P(c4ccccc4)(c4ccccc4)->[Pt+2](<-[I-])(<-[I-])<-S2c13,0,0,Pt,4,CC(C)(C)c1cc(B(c2ccccc2)c2ccccc2)c2c(c1)C(C)(C)c1cc(C(C)(C)C)cc3P(c4ccccc4)(c4ccccc4)->[Pt+2](<-[I-])(<-[I-])<-S2c13,4.0,CC(C)(C)c1cc(B(c2ccccc2)c2ccccc2)c2c(c1)C(C)(C)c1cc(C(C)(C)C)cc3[P:4Π](c4ccccc4)(c4ccccc4)->[Pt+2Π](<-[I-:2Π])(<-[I-:1Π])<-[S:3Π]2c13
HIDBUS,CC(C)C1COC2C(C)(C)c3cccc[c-]3->[Pd+2](<-[Br-])(<-N=21)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,0,0,Pd,4,CC(C)C1COC2C(C)(C)c3cccc[c-]3->[Pd+2](<-[Br-])(<-N=21)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,4.0,CC(C)C1COC2C(C)(C)c3cccc[c-:3Π]3->[Pd+2Π](<-[Br-:1Π])(<-[N:4Π]=21)<-[P:2Π](c1ccccc1)(c1ccccc1)c1ccccc1
KOGWEK,CC1=CC(C)=O->[Pt+2]2(<-[O-]1)<-[C]1N(C)c3ccccc3N1c1cccc[c-]->21,0,0,Pt,4,,,
PAGJEN,Cc1ccc(S(=O)(=O)N2C3c4ccccn4->[Pd+2](<-[Cl-])(<-[Cl-])<-N=3C(c3ccccc3)C2c2ccccc2)cc1,0,0,Pd,4,Cc1ccc(S(=O)(=O)N2C3c4ccccn4->[Pd+2](<-[Cl-])(<-[Cl-])<-N=3C(c3ccccc3)C2c2ccccc2)cc1,4.0,Cc1ccc(S(=O)(=O)N2C3c4cccc[n:4Π]4->[Pd+2Π](<-[Cl-:2Π])(<-[Cl-:1Π])<-[N:3Π]=3C(c3ccccc3)C2c2ccccc2)cc1
IFINOA,CN1C=CN(C(=O)N2CCCC2)[C]1->[Pd+2](<-[I-])(<-[I-])<-n1ccn(C)c1,0,0,Pd,4,CN1C=CN(C(=O)N2CCCC2)[C]1->[Pd+2](<-[I-])(<-[I-])<-n1ccn(C)c1,4.0,CN1C=CN(C(=O)N2CCCC2)[C:4Π]1->[Pd+2Π](<-[I-:3Π])(<-[I-:1Π])<-[n:2Π]1ccn(C)c1
CILPEU,Clc1ccc([N-][N-]C2=CC3=C[N-]4c5ccccc5S5CCS6c7ccccc7[N-]7C=C8C=C([NH2+][N-]c9ccc(Cl)cc9)C=CC8=O->[Ni+4]<-4<-7<-5<-6<-O=C3C=C2)cc1,0,0,Ni,6,Clc1ccc(N=Nc2ccc3[O-]->[Ni+2]4567<-[O-]c8ccc(N=Nc9ccc(Cl)cc9)cc8C=N->4c4ccccc4S->5CCS->6c4ccccc4N->7=Cc3c2)cc1,6.0,Clc1ccc(N=Nc2ccc3[O-:4Π]->[Ni+2Π]4567<-[O-:5Π]c8ccc(N=Nc9ccc(Cl)cc9)cc8C=[N:6↓]->4c4ccccc4[S:2Π]->5CC[S:3Π]->6c4ccccc4[N:1↑]->7=Cc3c2)cc1
QAZWOD,C1#Cc2ccccc2C#[C-]->[Pt+2](<-[C-]#Cc2ccccc2C#Cc2cncc1c2)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,0,0,Pt,4,C1#Cc2ccccc2C#[C-]->[Pt+2](<-[C-]#Cc2ccccc2C#Cc2cncc1c2)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,4.0,C1#Cc2ccccc2C#[C-:4Π]->[Pt+2Π](<-[C-:2Π]#Cc2ccccc2C#Cc2cncc1c2)(<-[P:3Π](c1ccccc1)(c1ccccc1)c1ccccc1)<-[P:1Π](c1ccccc1)(c1ccccc1)c1ccccc1
XOTVAD,CO->[Ni+2]12(<-O)(<-n3cccc4cccc([N-]->1S(=O)(=O)c1ccccc1)c43)<-n1cccc3cccc([N-]->2S(=O)(=O)c2ccccc2)c31,0,0,Ni,6,CO->[Ni+2]12(<-O)(<-n3cccc4cccc([N-]->1S(=O)(=O)c1ccccc1)c43)<-n1cccc3cccc([N-]->2S(=O)(=O)c2ccccc2)c31,6.0,
APUMON,CP(c1ccccc1)(c1ccccc1)->[Pt+2](<-[O-][N+](=O)[O-])(<-[O-][N+](=O)[O-])<-P(C)(c1ccccc1)c1ccccc1,0,0,Pt,4,CP(c1ccccc1)(c1ccccc1)->[Pt+2](<-[O-][N+](=O)[O-])(<-[O-][N+](=O)[O-])<-P(C)(c1ccccc1)c1ccccc1,4.0,C[P:1Π](c1ccccc1)(c1ccccc1)->[Pt+2Π](<-[O-:4Π][N+](=O)O-)(<-[O-:3Π][N+](=O)O-)<-[P:2Π](C)(c1ccccc1)c1ccccc1
CIKTAU,CCN1C=CN2c3cccc4C5=N(->[Pd+2](<-[Br-])(<-[C]12)<-[c-]43)C(C(C)C)CN5c1ccc(C)cc1,0,0,Pd,4,CCN1C=CN2c3cccc4C5=N(->[Pd+2](<-[Br-])(<-[C]12)<-[c-]43)C(C(C)C)CN5c1ccc(C)cc1,4.0,CCN1C=CN2c3cccc4C5=[N:2Π](->[Pd+2Π](<-[Br-:1Π])(<-[C:4Π]12)<-[c-:3Π]43)C(C(C)C)CN5c1ccc(C)cc1
WEWNUK,COCCCS1c2ccccc2N2=Nc3cc(C)ccc3[O-]->[Pd+2]<-2<-1<-[Cl-],0,0,Pd,4,COCCCS1c2ccccc2N2=Nc3cc(C)ccc3[O-]->[Pd+2]<-2<-1<-[Cl-],4.0,COCCC[S:2Π]1c2ccccc2[N:3Π]2=Nc3cc(C)ccc3[O-:4Π]->[Pd+2Π]<-2<-1<-[Cl-:1Π]
DELCON,Cc1cc(C)n2->[Ni+2]34(<-[O-][N+](=O)[O-])(<-[O-][N+](=O)[O-]->3)<-n3c(C)cc(C)n3C(n12)n1c(C)cc(C)n->41,0,0,Ni,6,Cc1cc(C)[n-]2->[Ni+2]34(<-[O-][N+](=O)[O-])(<-[O-][N+](=O)[O-]->3)<-[n-]3c(C)cc(C)[n+]3C([n+]12)[n+]1c(C)cc(C)[n-]->41,6.0,
QUFWIZ,CC(C)c1cccc(C(C)C)c1-c1cccc(-c2c(C(C)C)cccc2C(C)C)c1[N+]#[C-]->[Pt]12<-[N-](c3c(-c4c(C(C)C)cccc4C(C)C)cccc3-c->13c(C(C)C)cccc3C(C)C)C(B([O+]=C->2(C)C)C1CCCCC1)C1CCCCC1,0,0,Pt,4,CC(C)c1cccc(C(C)C)c1-c1cccc(-c2c(C(C)C)cccc2C(C)C)c1[N+]#[C-]->[Pt+2]12<-[N-](c3c(-c4c(C(C)C)cccc4C(C)C)cccc3-c->13c(C(C)C)cccc3C(C)C)C(B(O[C-]->2(C)C)C1CCCCC1)C1CCCCC1,4.0,CC(C)c1cccc(C(C)C)c1-c1cccc(-c2c(C(C)C)cccc2C(C)C)c1[N+]#[C-:4Π↓]->[Pt+2Π]12<-[N-:2Π↓](c3c(-c4c(C(C)C)cccc4C(C)C)cccc3-[c:1↑]->13c(C(C)C)cccc3C(C)C)C(B(O[C-:3Π↓]->2(C)C)C1CCCCC1)C1CCCCC1
IVILUV,CC[Si](CC)(CC)O[C-]12->[Ni+2]3(<-[Cl-])(<-C(=C->31)CCC2)<-n1ccccc1,0,0,Ni,5,,,
NEGQOF,COC1=O->[Pd+2](<-[CH3-])(<-n2ccccc21)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,1,0,Pd,4,COC1=O->[Pd+2](<-[CH3-])(<-n2ccccc21)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,4.0,COC1=[O:2Π]->[Pd+2Π](<-[CH3-:4Π])(<-[n:3Π]2ccccc21)<-[P:1Π](c1ccccc1)(c1ccccc1)c1ccccc1
CESBAF,COc1ccc(CCN->[Pd+2](<-[Br-])(<-[Br-])<-NCCc2ccc(OC)c(OC)c2)cc1OC,0,0,Pd,4,COc1ccc(CCN->[Pd+2](<-[Br-])(<-[Br-])<-NCCc2ccc(OC)c(OC)c2)cc1OC,4.0,COc1ccc(CC[N:2Π]->[Pd+2Π](<-[Br-:3Π])(<-[Br-:1Π])<-[N:4Π]CCc2ccc(OC)c(OC)c2)cc1OC
HADREK,CC1=NN(c2ccccc2)C2=S->[Ni+2]34<-S=C5C(=C(c6ccccc6)[N-]->3CC[N-]->4C(=C12)c1ccccc1)C(C)=NN5c1ccccc1,0,0,Ni,4,Cc1nn(-c2ccccc2)c2[S-]->[Ni+2]34<-[S-]c5c(C(c6ccccc6)=N->3CCN->4=C(c3ccccc3)c12)c(C)nn5-c1ccccc1,4.0,Cc1nn(-c2ccccc2)c2[S-:1Π]->[Ni+2Π]34<-[S-:2Π]c5c(C(c6ccccc6)=[N:4Π]->3CC[N:3Π]->4=C(c3ccccc3)c12)c(C)nn5-c1ccccc1
KIBNAL,CC1(C)N([O-])C(=C2C=C[N-](->[Ni+4]34(<-[O-]c5ccccc5C=N->3O)(<-[O-]c3ccccc3C=N->4O)<-[N-]3C=CC(=C4N([O-])C(C)(C)C(C)(C)[N+]4=O)C=C3)C=C2)[N+](=O)C1(C)C,0,0,Ni,6,CC1(C)N([O])C(c2ccn(->[Ni+2]34(<-[O-]c5ccccc5C=N->3O)(<-[O-]c3ccccc3C=N->4O)<-n3ccc(C4=[N+]([O-])C(C)(C)C(C)(C)N4[O])cc3)cc2)=[N+]([O-])C1(C)C,6.0,CC1(C)N(O)C(c2cc[n:1↑](->[Ni+2Π]34(<-[O-:4Π]c5ccccc5C=[N:5Π]->3O)(<-[O-:2Π]c3ccccc3C=[N:3Π]->4O)<-[n:6↓]3ccc(C4=N+(O-)C(C)(C)C(C)(C)N4O)cc3)cc2)=N+(O-)C1(C)C
HUXNIX,CC(C)c1cccc(C(C)C)c1N1C=CN2c3cccc4-[n+]5ccn(-c6c(C(C)C)cccc6C(C)C)[c-]5->[Pd+2](<-[CH3-])(<-n34)<-[C-]12C,0,0,Pd,4,CC(C)c1cccc(C(C)C)c1N1C=CN2c3cccc4N5C=CN(c6c(C(C)C)cccc6C(C)C)[C-]5(C)->[Pd+2](<-[CH3-])(<-[C]12)<-n34,4.0,CC(C)c1cccc(C(C)C)c1N1C=CN2c3cccc4N5C=CN(c6c(C(C)C)cccc6C(C)C)[C-:2Π]5(C)->[Pd+2Π](<-[CH3-:3Π])(<-[C:4Π]12)<-[n:1Π]34
SAZMOW,c1ccc(S2c3ccccc3[S-]->[Pd+2]<-23<-[S-]c2ccccc2S->3c2ccccc2)cc1,0,0,Pd,4,,,
HOGBUA,CCOC(=O)C1C2P(c3ccccc3)(c3ccccc3)->[Pd+2]3(<-[c-]4ccc5ccccc5c4C(C)N->3(C)C)<-P3(c4ccccc4)C1C(C)=C(C)C23,1,0,Pd,4,CCOC(=O)C1C2P(c3ccccc3)(c3ccccc3)->[Pd+2]3(<-[c-]4ccc5ccccc5c4C(C)N->3(C)C)<-P3(c4ccccc4)C1C(C)=C(C)C23,4.0,CCOC(=O)C1C2[P:1Π](c3ccccc3)(c3ccccc3)->[Pd+2Π]3(<-[c-:4Π]4ccc5ccccc5c4C(C)[N:3Π]->3(C)C)<-[P:2Π]3(c4ccccc4)C1C(C)=C(C)C23
NUQTAW,[Cl-]->[Pt+2]1(<-[c-]2sc3ccccc3c2-c2ccccn->12)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,0,0,Pt,4,[Cl-]->[Pt+2]1(<-[c-]2sc3ccccc3c2-c2ccccn->12)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,4.0,[Cl-:1Π]->[Pt+2Π]1(<-[c-:3Π]2sc3ccccc3c2-c2cccc[n:4Π]->12)<-[P:2Π](c1ccccc1)(c1ccccc1)c1ccccc1
GOZLOY,CC1=NN2=Cc3cc(Br)ccc3[O-]->[Pd+2]<-2(<-[Cl-])<-N(O)=C1C,0,0,Pd,4,CC1=NN2=Cc3cc(Br)ccc3[O-]->[Pd+2]<-2(<-[Cl-])<-N(O)=C1C,4.0,CC1=N[N:3Π]2=Cc3cc(Br)ccc3[O-:2Π]->[Pd+2Π]<-2(<-[Cl-:1Π])<-[N:4Π](O)=C1C
POKMEJ,CC(C)(C)N1CC(=O)N2=C3C=CC=CC3=C(c3ccccc3)[N-]3CC(=O)[O-]->[Ni+2]<-2<-3<-1,0,0,Ni,4,CC(C)(C)N1CC(=O)[N-]2c3ccccc3C(c3ccccc3)=N3CC(=O)[O-]->[Ni+2]<-3<-2<-1,4.0,CC(C)(C)[N:4Π]1CC(=O)[N-:3Π]2c3ccccc3C(c3ccccc3)=[N:2Π]3CC(=O)[O-:1Π]->[Ni+2Π]<-3<-2<-1
IFOYOT,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)(C1CCCCC1)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(C(C)=C(c1ccccc1)c1ccccc1)(C1CCCCC1)C1CCCCC1,0,0,Pd,4,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)(C1CCCCC1)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(C(C)=C(c1ccccc1)c1ccccc1)(C1CCCCC1)C1CCCCC1,4.0,CC(=C(c1ccccc1)c1ccccc1)[P:2Π](C1CCCCC1)(C1CCCCC1)->[Pd+2Π](<-[Cl-:1Π])(<-[Cl-:3Π])<-[P:4Π](C(C)=C(c1ccccc1)c1ccccc1)(C1CCCCC1)C1CCCCC1
FOYKAH,Oc1cc2OP(c3ccccc3)(c3ccccc3)->[Ni+2]3(<-[Cl-])<-[c-]2c(OP->3(c2ccccc2)c2ccccc2)c1,0,0,Ni,4,Oc1cc2OP(c3ccccc3)(c3ccccc3)->[Ni+2]3(<-[Cl-])<-[c-]2c(OP->3(c2ccccc2)c2ccccc2)c1,4.0,Oc1cc2O[P:4Π](c3ccccc3)(c3ccccc3)->[Ni+2Π]3(<-[Cl-:1Π])<-[c-:3Π]2c(O[P:2Π]->3(c2ccccc2)c2ccccc2)c1
RIJKOM,Cc1cc(C)n2->[Pd+2](<-[CH3-])(<-[Cl-])<-N(=Cc3ccc(Br)s3)CCn12,0,0,Pd,4,Cc1cc(C)n2->[Pd+2](<-[CH3-])(<-[Cl-])<-N(=Cc3ccc(Br)s3)CCn12,4.0,Cc1cc(C)[n:2Π]2->[Pd+2Π](<-[CH3-:4Π])(<-[Cl-:1Π])<-[N:3Π](=Cc3ccc(Br)s3)CCn12
XARFEC,[CH3-]->[Pt+4]1(<-[CH3-])(<-[Cl-])(<-[Cl-])<-n2ccccc2C(=O)c2ccccn->12,0,0,Pt,6,[CH3-]->[Pt+4]1(<-[CH3-])(<-[Cl-])(<-[Cl-])<-n2ccccc2C(=O)c2ccccn->12,6.0,[CH3-:5Π]->[Pt+4Π]1(<-[CH3-:1↑])(<-[Cl-:2Π])(<-[Cl-:4Π])<-[n:6↓]2ccccc2C(=O)c2cccc[n:3Π]->12
WOLWEZ,CN(C)C1C[CH2-]->[Pt+2](<-[Cl-])(<-O=1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,0,0,Pt,4,CN(C)C1C[CH2-]->[Pt+2](<-[Cl-])(<-O=1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,4.0,CN(C)C1C[CH2-:3Π]->[Pt+2Π](<-[Cl-:1Π])(<-[O:4Π]=1)<-[P:2Π](c1ccccc1)(c1ccccc1)c1ccccc1
CEGRUC,COc1cc[c-](->[Pt+2]2(<-[c-]3ccc(OC)cc3)<-P(CCP->2(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0,0,Pt,4,COc1cc[c-](->[Pt+2]2(<-[c-]3ccc(OC)cc3)<-P(CCP->2(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,4.0,COc1cc[c-:3Π](->[Pt+2Π]2(<-[c-:4Π]3ccc(OC)cc3)<-[P:2Π](CC[P:1Π]->2(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1
JEPWUW,COCC1#C(COC)->[Ni]<-1(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,0,0,Ni,4,COCC1#C(COC)->[Ni]<-1(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,4.0,COC[C:4Π]1#[C:3Π](COC)->[NiΠ]<-1(<-[P:1Π](c1ccccc1)(c1ccccc1)c1ccccc1)<-[P:2Π](c1ccccc1)(c1ccccc1)c1ccccc1
PAXFEZ,CC1=O->[Pd+2]2(<-[CH2-]C1C)<-P(c1ccccc1)(c1ccccc1)c1ccc3ccccc3c1-c1c(Op->23oc2ccc4ccccc4c2c2c(ccc4ccccc42)o3)ccc2ccccc12,1,0,Pd,4,CC1=O->[Pd+2]2(<-[CH2-]C1C)<-P(c1ccccc1)(c1ccccc1)c1ccc3ccccc3c1-c1c(Op->23oc2ccc4ccccc4c2c2c(ccc4ccccc42)o3)ccc2ccccc12,4.0,CC1=[O:3Π]->[Pd+2Π]2(<-[CH2-:4Π]C1C)<-[P:2Π](c1ccccc1)(c1ccccc1)c1ccc3ccccc3c1-c1c(O[p:1Π]->23oc2ccc4ccccc4c2c2c(ccc4ccccc42)o3)ccc2ccccc12
IQEVOR,Cc1cc(C)c(S(=O)(=O)[O+]=C2C=CC(=N3C=C4C=CC=CC4=O->[Pd-2]<-34<-O=C3C=CC=CC3=CN->4=C3C=CC(=[O+]S(=O)(=O)c4c(C)cc(C)cc4C)C=C3)C=C2)c(C)c1,0,0,Pd,4,Cc1cc(C)c(S(=O)(=O)Oc2ccc(N3=Cc4ccccc4[O-]->[Pd+2]<-34<-[O-]c3ccccc3C=N->4c3ccc(OS(=O)(=O)c4c(C)cc(C)cc4C)cc3)cc2)c(C)c1,4.0,Cc1cc(C)c(S(=O)(=O)Oc2ccc([N:2Π]3=Cc4ccccc4[O-:3Π]->[Pd+2Π]<-34<-[O-:1Π]c3ccccc3C=[N:4Π]->4c3ccc(OS(=O)(=O)c4c(C)cc(C)cc4C)cc3)cc2)c(C)c1
GOJSON,CCc1ccccn1->[Pt+2](<-[Cl-])(<-[Cl-])<-[Cl-],-1,0,Pt,4,CCc1ccccn1->[Pt+2](<-[Cl-])(<-[Cl-])<-[Cl-],4.0,CCc1cccc[n:3Π]1->[Pt+2Π](<-[Cl-:2Π])(<-[Cl-:1Π])<-[Cl-:4Π]
LECPEP,Cc1cc(C)[n-]2->[Ni+2]3(<-N(=C(C=C([N-]->3c3c(C(C)C)cccc3C(C)C)C(C)(C)C)C(C)(C)C)c3c(C(C)C)cccc3C(C)C)<-n12,0,0,Ni,4,,,
WOJTIZ,CC(C)c1cccc(C(C)C)c1N1C=CN2c3c(C(C)C)cc(-c4cccc5c4Oc4c(-c6cc(C(C)C)c(N7C=CN(c8c(C(C)C)cccc8C(C)C)[C]7->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]12)c(C(C)C)c6)cccc4C5(C)C)cc3C(C)C,0,0,Pd,4,CC(C)c1cccc(C(C)C)c1N1C=CN2c3c(C(C)C)cc(-c4cccc5c4Oc4c(-c6cc(C(C)C)c(N7C=CN(c8c(C(C)C)cccc8C(C)C)[C]7->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]12)c(C(C)C)c6)cccc4C5(C)C)cc3C(C)C,4.0,CC(C)c1cccc(C(C)C)c1N1C=CN2c3c(C(C)C)cc(-c4cccc5c4Oc4c(-c6cc(C(C)C)c(N7C=CN(c8c(C(C)C)cccc8C(C)C)[C:2Π]7->[Pd+2Π](<-[Cl-:3Π])(<-[Cl-:1Π])<-[C:4Π]12)c(C(C)C)c6)cccc4C5(C)C)cc3C(C)C
KERNUT,CCN1CCN2=Cc3c([O-]->[Ni+2]<-2<-1<-[N-]=C=S)ccc1ccccc31,0,0,Ni,4,CCN1CCN2=Cc3c([O-]->[Ni+2]<-2<-1<-[N-]=C=S)ccc1ccccc31,4.0,CC[N:3Π]1CC[N:4Π]2=Cc3c([O-:1Π]->[Ni+2Π]<-2<-1<-[N-:2Π]=C=S)ccc1ccccc31
