CSD_code,total_charge,fixed_CSD_SMILES,NBO,xyz2mol_tm,TMC-LewisGen
UGESUW,0,COc1cccc2C=N3c4cccc5cccn(->[Zn+2]<-367(<-[O-]c21)<-[O-]c1c(C=N->6c2cccc3cccn->7c23)cccc1OC)c45,COc1cccc2/C=N3/c4cccc5cccn(->[Zn+2]<-367(<-[O-]c21)<-[O-]c1c(/C=N->6/c2cccc3cccn->7c23)cccc1OC)c45,COc1cccc2C=N3c4cccc5cccn(->[Zn+2]<-367(<-[O-]c21)<-[O-]c1c(C=N->6c2cccc3cccn->7c23)cccc1OC)c45,[Zn+2]1234(Oc5c(C(=N->1c1c6n->2c([H])c([H])c([H])c6c([H])c([H])c1[H])[H])c([H])c([H])c([H])c5OC([H])([H])[H])Oc1c(OC([H])([H])[H])c([H])c([H])c([H])c1C(=N->3c1c2n->4c([H])c([H])c([H])c2c([H])c([H])c1[H])[H]
UGETEG,0,CCOC(=O)Nc1ccc2-c3ccc(C(=O)OCC)cn3->[Pt+2](<-[CH3-])(<-[CH3-])<-n2c1,CCOC(=O)Nc1ccc2-c3ccc(C(=O)OCC)cn3->[Pt+2](<-[CH3-])(<-[CH3-])<-n2c1,CCOC(=O)Nc1ccc2-c3ccc(C(=O)OCC)cn3->[Pt+2](<-[CH3-])(<-[CH3-])<-n2c1,[Pt+2]1(<-n2c([H])c(N([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c([H])c2-c2c([H])c([H])c(C(=O)OC([H])([H])C([H])([H])[H])c([H])n->12)(C([H])([H])[H])C([H])([H])[H]
UGETUW,0,CCOC(=O)Nc1ccc2-c3ccc(C(=O)OCC)cn3->[Pt+4](<-[CH3-])(<-[CH3-])(<-[Br-])(<-[CH2-]c3ccc(C(=O)NC(C)(C)C)cc3)<-n2c1,CCOC(=O)Nc1ccc2-c3ccc(C(=O)OCC)cn3->[Pt+4](<-[CH3-])(<-[CH3-])(<-[Br-])(<-[CH2-]c3ccc(C(=O)NC(C)(C)C)cc3)<-n2c1,CCOC(=O)Nc1ccc2-c3ccc(C(=O)OCC)cn3->[Pt+4](<-[CH3-])(<-[CH3-])(<-[Br-])(<-[CH2-]c3ccc(C(=O)NC(C)(C)C)cc3)<-n2c1,[Pt+4]1(Br)(C([H])([H])[H])(C([H])([H])[H])(<-n2c([H])c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c([H])c2-c2c([H])c([H])c(N([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])n->12)C([H])([H])c1c([H])c([H])c(C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
UGEVOS,0,NC1=NN2=Cc3cc(Br)ccc3[O-]->[Ni+2]<-2(<-[S-]1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,N/C1=N/N2=C/c3cc(Br)ccc3[O-]->[Ni@@+2]<-2(<-[S-]1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,NC1=NN2=Cc3cc(Br)ccc3[O-]->[Ni+2]<-2(<-[S-]1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,Brc1c([H])c([H])c2c(c1[H])C([H])=N1->[Ni+2](<-P(c3c([H])c([H])c([H])c([H])c3[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])(SC(N([H])[H])=N1)O2
UGEWOT,0,O=C(Cl)c1cc(C(=O)Cl)cc(C(=O)[S-]->[Fe+2]2345(<-[C-]#[O+])(<-[C-]#[O+])<-c6c->2c->3[cH-]->4c->56)c1,O=C(Cl)c1cc(C(=O)Cl)cc(C(=O)[S-]->[Fe+2]2345(<-[C-]#[O+])(<-[C-]#[O+])<-c6c->2c->3[cH-]->4c->56)c1,O=C(Cl)c1cc(C(=O)Cl)cc(C(=O)[S-]->[Fe+2]2345(<-[C-]#[O+])(<-[C-]#[O+])<-c6c->2c->3[cH-]->4c->56)c1,[Fe+2]1234(SC(=O)c5c([H])c(C(Cl)=O)c([H])c(C(Cl)=O)c5[H])(<-C5([H])=C->1([H])C2([H])C->3([H])=C->45[H])(<-[C-]#[O+])<-[C-]#[O+]
UGEXEK,0,Cc1ccc2ccc(C)n3->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n1c23,Cc1ccc2ccc(C)n3->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n1c23,Cc1ccc2ccc(C)n3->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n1c23,[Re+]1(Cl)(<-n2c(C([H])([H])[H])c([H])c([H])c3c([H])c([H])c(C([H])([H])[H])n->1c23)(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
UGEXIO,1,COc1ccc2C(C)=N3CCN4CCN->[Ni+2]<-3<-4<-[O-]c2c1,COc1ccc2/C(C)=N3/CCN4CCN->[Ni@SP1+2]<-3<-4<-[O-]c2c1,COc1ccc2C(C)=N3CCN4CCN->[Ni+2]<-3<-4<-[O-]c2c1,[Ni+2]123<-N(=C(c4c([H])c([H])c(OC([H])([H])[H])c([H])c4O1)C([H])([H])[H])C([H])([H])C([H])([H])N->2(C([H])([H])C([H])([H])N->3([H])[H])[H]
UGEZEM,-1,O=C1[O-]->[Mo+6]23(<-[O-2])(<-[O-][O-]->2)(<-[O-][O-]->3)<-n2ccccc21,O=C1[O-]->[Mo+6]23(<-[O-2])(<-[O-][O-]->2)(<-[O-][O-]->3)<-n2ccccc21,O=C1[O-]->[Mo+6]23(<-[O-2])(<-[O-][O-]->2)(<-[O-][O-]->3)<-n2ccccc21,C1(c2c([H])c([H])c([H])c([H])n2->[Mo+6]23(=O)(<-[O-][O-]->2)(<-[O-][O-]->3)O1)=O
UGIJEB,0,CCN1(CC)CC[N-](c2c(F)c(F)c(Br)c(F)c2F)->[Pt+2]<-1(<-[Cl-])<-n1ccccc1,CCN1(CC)CC[N-](c2c(F)c(F)c(Br)c(F)c2F)->[Pt@+2]<-1(<-[Cl-])<-n1ccccc1,CCN1(CC)CC[N-](c2c(F)c(F)c(Br)c(F)c2F)->[Pt+2]<-1(<-[Cl-])<-n1ccccc1,[Pt+2]1(<-n2c([H])c([H])c([H])c([H])c2[H])(<-N(C(C(N1c1c(F)c(F)c(Br)c(F)c1F)([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])C([H])([H])C([H])([H])[H])Cl
UGILIF,0,CN1(C)Cc2cccc[c-]2->[Pd+2]<-1(<-O)<-[c-]1c(C(F)(F)F)cc(C(F)(F)F)cc1C(F)(F)F,CN1(C)Cc2cccc[c-]2->[Pd@@+2]<-1(<-O)<-[c-]1c(C(F)(F)F)cc(C(F)(F)F)cc1C(F)(F)F,CN1(C)Cc2cccc[c-]2->[Pd+2]<-1(<-O)<-[c-]1c(C(F)(F)F)cc(C(F)(F)F)cc1C(F)(F)F,[Pd+2]1(c2c([H])c([H])c([H])c([H])c2C(N->1(C([H])([H])[H])C([H])([H])[H])([H])[H])(c1c(C(F)(F)F)c([H])c(C(F)(F)F)c([H])c1C(F)(F)F)<-O([H])[H]
UGIMIG,1,CC(C)(C)S[Si-]1(SC(C)(C)C)S(C(C)(C)C)->[Ir+3]<-12345(<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C)<-P(C)(C)C,CC(C)(C)S[Si-]1(SC(C)(C)C)S(C(C)(C)C)->[Ir+3]<-12345(<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C)<-P(C)(C)C,CC(C)(C)S[Si-]1(SC(C)(C)C)S(C(C)(C)C)->[Ir+3]<-12345(<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C)<-P(C)(C)C,[Ir+3]12345(<-S([Si]1(SC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])SC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-C1(C([H])([H])[H])=C->2(C([H])([H])[H])C->3(C([H])([H])[H])=C->4(C([H])([H])[H])C51C([H])([H])[H]
UGIPAD,0,C1=CC2=CP3(Cc4ccccn4->[Fe+2]<-345(<-n3ccccc3CP->4(C=C3C=CC=C[N-]->53)c3ccccc3)<-[N-]2C=C1)c1ccccc1,C1=C/C2=C/P3(Cc4ccccn4->[Fe+2]<-345(<-n3ccccc3CP->4(/C=C3/C=CC=C[N-]->53)c3ccccc3)<-[N-]2C=C1)c1ccccc1,C1=CC2=CP3(Cc4ccccn4->[Fe+2]<-345(<-n3ccccc3CP->4(C=C3C=CC=C[N-]->53)c3ccccc3)<-[N-]2C=C1)c1ccccc1,C1([H])([H])c2c([H])c([H])c([H])c([H])n2->[Fe+2]234(N5C(=C([H])P->21c1c([H])c([H])c([H])c([H])c1[H])C([H])=C([H])C([H])=C5[H])N1C(=C([H])P->3(C([H])([H])c2c([H])c([H])c([H])c([H])n->42)c2c([H])c([H])c([H])c([H])c2[H])C([H])=C([H])C([H])=C1[H]
UGOGAZ,0,Clc1cccc(Cl)c1C=N1Cc2c(C3(c4ccccc4)=C4(C(c5ccccc5)=[C-](c5ccccc5)->[Pd+2]<-1<-4<-3<-[Cl-])c1ccccc1)ccc1ccccc21,Clc1cccc(Cl)c1/C=N1\Cc2c(C3(c4ccccc4)=C4(/C(c5ccccc5)=[C-](/c5ccccc5)->[Pd@TB6+2]<-1<-4<-3<-[Cl-])c1ccccc1)ccc1ccccc21,Clc1cccc(Cl)c1C=N1Cc2c(C3(c4ccccc4)=C4(C(c5ccccc5)=[C-](c5ccccc5)->[Pd+2]<-1<-4<-3<-[Cl-])c1ccccc1)ccc1ccccc21,[Pd+2]123(Cl)<-N(=C(c4c(Cl)c([H])c([H])c([H])c4Cl)[H])C([H])([H])c4c5c([H])c([H])c([H])c([H])c5c([H])c([H])c4C->1(c1c([H])c([H])c([H])c([H])c1[H])=C->2(c1c([H])c([H])c([H])c([H])c1[H])C(c1c([H])c([H])c([H])c([H])c1[H])=C3c1c([H])c([H])c([H])c([H])c1[H]
UGOGEC,1,CC1(C)CN->[Co+3]2(<-[N-]=C=S)(<-[N-]=C=S)(<-NCC(C)(C)N->2)<-N1,CC1(C)CN->[Co+3]2(<-[N-]=C=S)(<-[N-]=C=S)(<-NCC(C)(C)N->2)<-N1,CC1(C)CN->[Co+3]2(<-[N-]=C=S)(<-[N-]=C=S)(<-NCC(C)(C)N->2)<-N1,[Co+3]12(<-N#C[S-])(<-N([H])([H])C(C(N->1([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-N#C[S-])<-N([H])([H])C(C(N->2([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
UGOGUS,0,CC(C)(C)[N+]#[C-]->[Au+]<-[I-],CC(C)(C)[N+]#[C-]->[Au+]<-[I-],CC(C)(C)[N+]#[C-]->[Au+]<-[I-],[Au+](I)<-[C-]#[N+]C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
UGOHII,1,CC(=NN1=C(C)c2sccn2->[Ru+2]<-123456(<-[Cl-])<-c1c->2c->3(C(C)C)c->4c->5c->61C)c1nccs1,C/C1c2sccn2->[Ru+2]23456(<-[Cl-])(<-c7c->2c->3(C(C)C)c->4c->5c->67C)<-N=1\N=C(/C)c1nccs1,CC(=NN1=C(C)c2sccn2->[Ru+2]<-123456(<-[Cl-])<-c1c->2c->3(C(C)C)c->4c->5c->61C)c1nccs1,[Ru+2]123456(Cl)(<-N(N=C(c7sc([H])c([H])n7)C([H])([H])[H])=C(c7sc([H])c([H])n->17)C([H])([H])[H])<-c1([H])c->2(C([H])(C([H])([H])[H])C([H])([H])[H])c->3([H])c->4([H])c->5(C([H])([H])[H])c->61[H]
UGOPUD,0,[Cl-]->[Cd+2](<-[Cl-])(<-n1c2n(c3ccccc31)C(c1ccco1)Nc1ccccc1-2)<-n1c2n(c3ccccc31)C(c1ccco1)Nc1ccccc1-2,[Cl-]->[Cd+2](<-[Cl-])(<-n1c2n(c3ccccc31)[C@H](c1ccco1)Nc1ccccc1-2)<-n1c2n(c3ccccc31)[C@H](c1ccco1)Nc1ccccc1-2,[Cl-]->[Cd+2](<-[Cl-])(<-n1c2n(c3ccccc31)C(c1ccco1)Nc1ccccc1-2)<-n1c2n(c3ccccc31)C(c1ccco1)Nc1ccccc1-2,C1([H])(c2c([H])c([H])c([H])o2)N([H])c2c(c([H])c([H])c([H])c2[H])-c2n(->[Cd+2](Cl)(Cl)<-n3c4n(c5c3c([H])c([H])c([H])c5[H])C([H])(c3c([H])c([H])c([H])o3)N([H])c3c-4c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3n21
UGOTUG,0,CC1(C)CS2CC[S-]->[Re+5]<-2(<-[O-2])(<-[S-]1)<-[Se-]c1ccccc1,CC1(C)CS2CC[S-]->[Re@TB18+5]<-2(<-[O-2])(<-[S-]1)<-[Se-]c1ccccc1,CC1(C)CS2CC[S-]->[Re+5]<-2(<-[O-2])(<-[S-]1)<-[Se-]c1ccccc1,[Re+5]12([Se]c3c([H])c([H])c([H])c([H])c3[H])(<-S(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])S1)C([H])([H])C([H])([H])S2)=O
UGUCOO,0,[O+]#[C-]->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(c1ccccc1)(c1ccccc1)P(=S)(c1ccccc1)c1ccccc1,[O+]#[C-]->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(c1ccccc1)(c1ccccc1)P(=S)(c1ccccc1)c1ccccc1,[O+]#[C-]->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(c1ccccc1)(c1ccccc1)P(=S)(c1ccccc1)c1ccccc1,[Cr](<-P(P(=S)(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
UGUMOZ,0,CC12->[Pt+2]345(<-[Se-]c6sc(=S)sc6[Se-]->3)<-C=1(C)C->4(C)=C->52C,CC12->[Pt+2]345(<-[Se-]c6sc(=S)sc6[Se-]->3)<-C=1(C)C->4(C)=C->52C,CC12->[Pt]345(<-[Se]=C6SC(=S)SC6=[Se]->3)<-C=1(C)C->4(C)=C->52C,[Pt+2]1234(<-C5(C([H])([H])[H])=C->1(C([H])([H])[H])C->2(C([H])([H])[H])=C->35C([H])([H])[H])[Se]c1sc(=S)sc1[Se]4
UGUNAL,0,[Br-]->[Pt+2]1(<-[Br-])<-P(CCCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,[Br-]->[Pt+2]1(<-[Br-])<-P(CCCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,[Br-]->[Pt+2]1(<-[Br-])<-P(CCCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,Br[Pt+2]1(Br)<-P(C([H])([H])C([H])([H])C([H])([H])P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
UGUNAM,0,Cc1cc(C(C)(C)C)c2[O-]->[Ti+4]3456(<-[Cl-])(<-[Cl-])<-c7(C)c->3(C)c->4(C)[c-]->5([Si](C)(C)c2c1)c->67C,Cc1cc(C(C)(C)C)c2[O-]->[Ti+4]3456(<-[Cl-])(<-[Cl-])<-c7(C)c->3(C)c->4(C)[c-]->5([Si](C)(C)c2c1)c->67C,Cc1cc(C(C)(C)C)c2[O-]->[Ti+4]3456(<-[Cl-])(<-[Cl-])<-c7(C)c->3(C)c->4(C)[c-]->5([Si](C)(C)c2c1)c->67C,[Ti+4]12345(Cl)(Cl)<-C6(C([H])([H])[H])=C->1(C([H])([H])[H])C->2(C([H])([H])[H])=C->3(C([H])([H])[H])C46[Si](C([H])([H])[H])(C([H])([H])[H])c1c(c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H])O5
UGUQET,1,Cc1cc(C)n2->[Ru+2]34567(<-[Cl-])(<-c8c->3c->4(C(C)C)c->5c->6c->78C)<-n3c(C)cc(C)n3C(c3ccccc3O)n12,Cc1cc(C)n2->[Ru+2]34567(<-[Cl-])(<-c8c->3c->4(C(C)C)c->5c->6c->78C)<-n3c(C)cc(C)n3C(c3ccccc3O)n12,Cc1cc(C)n2->[Ru+2]34567(<-[Cl-])(<-c8c->3c->4(C(C)C)c->5c->6c->78C)<-n3c(C)cc(C)n3C(c3ccccc3O)n12,[Ru+2]123456(Cl)(<-n7n(C(n8n->1c(C([H])([H])[H])c([H])c8C([H])([H])[H])([H])c1c([H])c([H])c([H])c([H])c1O[H])c(C([H])([H])[H])c([H])c7C([H])([H])[H])<-c1(C([H])(C([H])([H])[H])C([H])([H])[H])c->2([H])c->3([H])c->4(C([H])([H])[H])c->5([H])c->61[H]
UGUQIX,1,CC(C)c12->[Ru+2]345678(<-[O-]c9ccccc9C(n9cccn->39)n3cccn->43)<-c(c->51)c->6(C)c->7c->82,CC(C)c12->[Ru+2]345678(<-[O-]c9ccccc9C(n9cccn->39)n3cccn->43)<-c(c->51)c->6(C)c->7c->82,CC(C)c12->[Ru+2]345678(<-[O-]c9ccccc9C(n9cccn->39)n3cccn->43)<-c(c->51)c->6(C)c->7c->82,[Ru+2]1234567(Oc8c(C(n9n->1c([H])c([H])c9[H])(n1n->2c([H])c([H])c1[H])[H])c([H])c([H])c([H])c8[H])<-c1(C([H])(C([H])([H])[H])C([H])([H])[H])c->3([H])c->4([H])c->5(C([H])([H])[H])c->6([H])c->71[H]
UGUSIY,0,[Cl-]->[Rh+3]12(<-[Cl-])(<-[Cl-])<-N3=C(c4cccc(C5=N->1CCC5)n->24)CCC3,[Cl-]->[Rh+3]12(<-[Cl-])(<-[Cl-])<-N3=C(c4cccc(C5=N->1CCC5)n->24)CCC3,[Cl-]->[Rh+3]12(<-[Cl-])(<-[Cl-])<-N3=C(c4cccc(C5=N->1CCC5)n->24)CCC3,C1([H])([H])C([H])([H])C([H])([H])C2c3c([H])c([H])c([H])c4C5=N(->[Rh+3](<-N=21)(<-n34)(Cl)(Cl)Cl)C([H])([H])C([H])([H])C5([H])[H]
UGUXOK,0,CC(C)(C)C1COC2c3cccc[c-]3->[Pd+2](<-[Cl-])(<-N=21)<-n1ccc(C(F)(F)F)cc1,CC(C)(C)[C@H]1COC2c3cccc[c-]3->[Pd@OH7+2](<-[Cl-])(<-N=21)<-n1ccc(C(F)(F)F)cc1,CC(C)(C)C1COC2c3cccc[c-]3->[Pd+2](<-[Cl-])(<-N=21)<-n1ccc(C(F)(F)F)cc1,[Pd+2]1(Cl)(<-N2=C(c3c1c([H])c([H])c([H])c3[H])OC([H])([H])C2([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-n1c([H])c([H])c(C(F)(F)F)c([H])c1[H]
UGUXUQ,0,CN(C)c1ccn(->[Pd+2]2(<-[Cl-])<-[c-]3ccccc3C3=N->2C(C(C)(C)C)CO3)cc1,CN(C)c1ccn(->[Pd@@+2]2(<-[Cl-])<-[c-]3ccccc3C3=N->2[C@@H](C(C)(C)C)CO3)cc1,CN(C)c1ccn(->[Pd+2]2(<-[Cl-])<-[c-]3ccccc3C3=N->2C(C(C)(C)C)CO3)cc1,[Pd+2]1(Cl)(<-N2=C(c3c1c([H])c([H])c([H])c3[H])OC([H])([H])C2([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-n1c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
UGUZIG,1,Cc1ccc2ccc3ccc(C)n4->[Cu+]5(<-S=P(CP(=S->5)(c5ccccc5)c5ccccc5)(c5ccccc5)c5ccccc5)<-n1c2c34,Cc1ccc2ccc3ccc(C)n4->[Cu+]5(<-S=P(CP(=S->5)(c5ccccc5)c5ccccc5)(c5ccccc5)c5ccccc5)<-n1c2c34,Cc1ccc2ccc3ccc(C)n4->[Cu+]5(<-S=P(CP(=S->5)(c5ccccc5)c5ccccc5)(c5ccccc5)c5ccccc5)<-n1c2c34,[Cu+]12(<-S=P(c3c([H])c([H])c([H])c([H])c3[H])(c3c([H])c([H])c([H])c([H])c3[H])C(P(=S->1)(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])<-n1c(C([H])([H])[H])c([H])c([H])c3c([H])c([H])c4c([H])c([H])c(C([H])([H])[H])n->2c4c13
UHACAI,0,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2cccc(C=Nc3ccccc3O)n->12)c1ccccc1O,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=C\c2cccc(/C=N/c3ccccc3O)n->12)/c1ccccc1O,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2cccc(C=Nc3ccccc3O)n->12)c1ccccc1O,[Re+]1(Br)(<-N(c2c(O[H])c([H])c([H])c([H])c2[H])=C([H])c2n->1c(C(=Nc1c(O[H])c([H])c([H])c([H])c1[H])[H])c([H])c([H])c2[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
UHADUC,1,Cc1cc(C)n(->[Pd+2](<-[Cl-])(<-n2[nH]c(C)cc2C)<-n2[nH]c(C)cc2C)[nH]1,Cc1cc(C)n(->[Pd+2](<-[Cl-])(<-n2[nH]c(C)cc2C)<-n2[nH]c(C)cc2C)[nH]1,Cc1cc(C)n(->[Pd+2](<-[Cl-])(<-n2[nH]c(C)cc2C)<-n2[nH]c(C)cc2C)[nH]1,[Pd+2](Cl)(<-n1n([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])(<-n1n([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])<-n1n([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
UHAJIX,0,CCP(CC)(CC)->[Ni+2](<-[F-])(<-[c-]1cc(F)c(F)c(F)c1F)<-P(CC)(CC)CC,CCP(CC)(CC)->[Ni+2](<-[F-])(<-[c-]1cc(F)c(F)c(F)c1F)<-P(CC)(CC)CC,CCP(CC)(CC)->[Ni+2](<-[F-])(<-[c-]1cc(F)c(F)c(F)c1F)<-P(CC)(CC)CC,[Ni+2](<-P(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])(<-P(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])(F)c1c(F)c(F)c(F)c(F)c1[H]
UHALEV,0,Cc1c(C)[n-](->[Ti+4](<-[N-](C)C)(<-[N-](C)C)<-[n-]2c(C)c(C)c3ccccc32)c2ccccc12,Cc1c(C)[n-](->[Ti+4](<-[N-](C)C)(<-[N-](C)C)<-[n-]2c(C)c(C)c3ccccc32)c2ccccc12,Cc1c(C)[n-](->[Ti+4](<-[N-](C)C)(<-[N-](C)C)<-[n-]2c(C)c(C)c3ccccc32)c2ccccc12,[Ti+4](n1c(C([H])([H])[H])c(C([H])([H])[H])c2c([H])c([H])c([H])c([H])c12)(n1c(C([H])([H])[H])c(C([H])([H])[H])c2c([H])c([H])c([H])c([H])c12)(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H]
UHAPAW,1,CC(C)(C)P(->[Ag+]<-P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,CC(C)(C)P(->[Ag+]<-P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,CC(C)(C)P(->[Ag+]<-P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Ag+](<-P(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-P(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
UHAQAW,0,CCN1CCN(CC)C1=N1c2ccccc2N(=C2N(CC)CCN2CC)->[Zn+2]<-1(<-[Cl-])<-[Cl-],CCN1CCN(CC)C1=N1c2ccccc2N(=C2N(CC)CCN2CC)->[Zn+2]<-1(<-[Cl-])<-[Cl-],CCN1CCN(CC)C1=N1c2ccccc2N(=C2N(CC)CCN2CC)->[Zn+2]<-1(<-[Cl-])<-[Cl-],c12N(=C3N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])[H])->[Zn+2](<-N(c1c([H])c([H])c([H])c2[H])=C1N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])[H])(Cl)Cl
UHAQEA,0,CCN1CCN(CC)C1=N1c2ccccc2N(=C2N(CC)CCN2CC)->[Zn+2]<-1(<-[I-])<-[I-],CCN1CCN(CC)C1=N1c2ccccc2N(=C2N(CC)CCN2CC)->[Zn+2]<-1(<-[I-])<-[I-],CCN1CCN(CC)C1=N1c2ccccc2N(=C2N(CC)CCN2CC)->[Zn+2]<-1(<-[I-])<-[I-],c12N(=C3N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])[H])->[Zn+2](I)(<-N(c1c([H])c([H])c([H])c2[H])=C1N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])[H])I
UHATAY,0,CC(C)(C)P(C)(C(C)(C)C)->[Pd+2](<-[Br-])(<-[CH2-]CCc1ccccc1)<-P(C)(C(C)(C)C)C(C)(C)C,CC(C)(C)P(C)(C(C)(C)C)->[Pd+2](<-[Br-])(<-[CH2-]CCc1ccccc1)<-P(C)(C(C)(C)C)C(C)(C)C,CC(C)(C)P(C)(C(C)(C)C)->[Pd+2](<-[Br-])(<-[CH2-]CCc1ccccc1)<-P(C)(C(C)(C)C)C(C)(C)C,[Pd+2](Br)(<-P(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])(<-P(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
UHAZAE,0,c1ccc2S3Cc4cccc5CS6c7ccccc7[S-]->[Zn+2]<-3<-6(<-[S-]c2c1)<-n45,c1ccc2S3Cc4cccc5CS6c7ccccc7[S-]->[Zn@TB17+2]<-3<-6(<-[S-]c2c1)<-n45,c1ccc2S3Cc4cccc5CS6c7ccccc7[S-]->[Zn+2]<-3<-6(<-[S-]c2c1)<-n45,[Zn+2]1234<-S(C([H])([H])c5n->1c(c([H])c([H])c5[H])C([H])([H])S->2c1c([H])c([H])c([H])c([H])c1S3)c1c(c([H])c([H])c([H])c1[H])S4
